asset_ref,no_damage,slight,moderate,extreme,complete
a6974,1.634256180E+01,2.261655188E-01,2.285305930E-01,1.158468525E-01,8.689523585E-02
a6975,1.655237898E+01,1.529515699E-01,1.547060463E-01,7.889665420E-02,6.106674556E-02
a6976,1.625961689E+01,2.485321777E-01,2.541721408E-01,1.314138993E-01,1.062648873E-01
a6977,1.602679844E+01,3.315333605E-01,3.377840987E-01,1.725742984E-01,1.313097992E-01
a6978,1.641467195E+01,1.994568721E-01,2.022481136E-01,1.033295512E-01,8.029350960E-02
a6979,1.647608359E+01,1.793790543E-01,1.813585608E-01,9.229704588E-02,7.088175256E-02
a698,5.788266395E+01,6.439187642E-01,3.684499366E-01,8.313219409E-02,2.183515138E-02
a6980,1.646433939E+01,1.784847772E-01,1.825921808E-01,9.491131664E-02,7.967234030E-02
a6981,1.651951589E+01,1.636990681E-01,1.658647238E-01,8.478947542E-02,6.613084320E-02
a6982,1.661892338E+01,1.291183663E-01,1.309831309E-01,6.724554785E-02,5.372957173E-02
a6983,1.663397041E+01,1.238921171E-01,1.257136168E-01,6.459269865E-02,5.183115654E-02
a6984,1.647589804E+01,1.756202511E-01,1.793202296E-01,9.286681964E-02,7.629465739E-02
a6985,1.650902214E+01,1.640230688E-01,1.676019143E-01,8.698325476E-02,7.236962032E-02
a6986,1.746528333E+01,1.833245188E-01,1.852596502E-01,9.421189401E-02,7.192060565E-02
a6987,1.742248099E+01,1.902679927E-01,1.959472548E-01,1.028953166E-01,8.840844784E-02
a6988,1.744647528E+01,1.860506050E-01,1.896483961E-01,9.794154306E-02,7.988417292E-02
a6989,1.760571016E+01,1.327090151E-01,1.349967517E-01,6.966541150E-02,5.691865964E-02
a699,5.868228310E+01,7.426238225E-01,4.362187488E-01,1.050665064E-01,3.380782181E-02
a6990,1.744844761E+01,1.814431567E-01,1.867986946E-01,9.814337596E-02,8.516715848E-02
a6991,1.724393938E+01,2.542724359E-01,2.598299608E-01,1.341844845E-01,1.077737361E-01
a6992,1.715188127E+01,2.881404436E-01,2.932539630E-01,1.501400593E-01,1.165842615E-01
a6993,1.733541894E+01,2.228421445E-01,2.278208018E-01,1.179503326E-01,9.596778026E-02
a6994,1.754766199E+01,1.550161163E-01,1.565276713E-01,7.962523218E-02,6.116898912E-02
a6995,1.730478451E+01,2.374363500E-01,2.406534604E-01,1.226908619E-01,9.443481550E-02
a6996,1.746538448E+01,1.779276235E-01,1.821336477E-01,9.479431722E-02,7.975993457E-02
a6997,1.741785798E+01,1.973750652E-01,2.004784365E-01,1.028276155E-01,8.146090078E-02
a6998,1.759320327E+01,1.367889143E-01,1.391913627E-01,7.186791689E-02,5.894853257E-02
a6999,1.742547374E+01,1.888876211E-01,1.944821541E-01,1.021844529E-01,8.897202787E-02
a7,9.799828595E-01,1.128208709E-02,6.623064934E-03,1.596151235E-03,5.158372651E-04
a70,1.959229846E+00,2.267564503E-02,1.356083998E-02,3.387063552E-03,1.146605466E-03
a700,5.900512253E+01,5.622627253E-01,3.293766650E-01,7.883935121E-02,2.439872901E-02
a7000,1.824726726E+01,2.521166424E-01,2.579563869E-01,1.336385407E-01,1.090211680E-01
a7001,1.850333868E+01,1.644849068E-01,1.685988787E-01,8.807051411E-02,7.550702288E-02
a7002,1.837337460E+01,2.090849218E-01,2.141067814E-01,1.113052315E-01,9.212846559E-02
a7003,1.835322253E+01,2.218619434E-01,2.242598805E-01,1.139532844E-01,8.670236625E-02
a7004,1.797485132E+01,3.451578909E-01,3.533569692E-01,1.822902128E-01,1.443436115E-01
a7005,1.814599588E+01,2.907063765E-01,2.954140221E-01,1.509798595E-01,1.169038577E-01
a7006,1.799234976E+01,3.392386695E-01,3.472350659E-01,1.791400676E-01,1.420364351E-01
a7007,1.840423860E+01,2.000840302E-01,2.041335255E-01,1.055351494E-01,8.600869877E-02
a7008,1.806368025E+01,3.146878024E-01,3.220885623E-01,1.663938758E-01,1.331495110E-01
a7009,1.837947037E+01,2.071222026E-01,2.120020362E-01,1.101582911E-01,9.124710514E-02
a701,5.830124608E+01,9.699321321E-01,5.616456179E-01,1.298735147E-01,3.730265067E-02
a7010,1.855828888E+01,1.486090446E-01,1.511978324E-01,7.803244344E-02,6.387180377E-02
a7011,1.857596485E+01,1.425223493E-01,1.450265996E-01,7.489574655E-02,6.159045662E-02
a7012,1.937883457E+01,2.109217684E-01,2.139831910E-01,1.095962094E-01,8.666426447E-02
a7013,1.938625557E+01,2.018530851E-01,2.079053658E-01,1.092867306E-01,9.469925028E-02
a7014,1.909207103E+01,3.046674225E-01,3.117094275E-01,1.611857318E-01,1.303663837E-01
a7015,1.938793935E+01,2.045528720E-01,2.090549700E-01,1.084628851E-01,8.998992490E-02
a7016,1.939205681E+01,2.032708384E-01,2.078567385E-01,1.078816420E-01,8.893397233E-02
a7017,1.945576847E+01,1.837368709E-01,1.868771732E-01,9.622139857E-02,7.739608976E-02
a7018,1.938160612E+01,2.066457262E-01,2.111019699E-01,1.094785407E-01,9.116764027E-02
a7019,1.937198300E+01,2.172034187E-01,2.186414334E-01,1.103702479E-01,8.180190426E-02
a702,5.942628653E+01,3.361167044E-01,1.880681386E-01,4.042944370E-02,9.099182129E-03
a7020,1.935548466E+01,2.221164530E-01,2.240304522E-01,1.134367857E-01,8.493165294E-02
a7021,1.933455240E+01,2.251020835E-01,2.288776863E-01,1.175847054E-01,9.388312230E-02
a7022,1.936839136E+01,2.125800736E-01,2.167774084E-01,1.119218354E-01,9.032932383E-02
a7023,2.033533737E+01,2.183238464E-01,2.250677593E-01,1.184369223E-01,1.028341013E-01
a7024,2.029480306E+01,2.442987983E-01,2.458307253E-01,1.239174406E-01,9.114997533E-02
a7025,2.032152150E+01,2.273706762E-01,2.323059770E-01,1.203322098E-01,9.846964011E-02
a7026,2.014442757E+01,2.908784577E-01,2.955603317E-01,1.512393337E-01,1.178943023E-01
a7027,2.030758365E+01,2.311395868E-01,2.365790271E-01,1.229117136E-01,1.017860233E-01
a7028,2.047610750E+01,1.752924003E-01,1.788953674E-01,9.274408371E-02,7.696064415E-02
a7029,2.031449478E+01,2.377665726E-01,2.390792554E-01,1.203953363E-01,8.826405769E-02
a703,5.880640441E+01,6.786155043E-01,3.945155038E-01,9.270878698E-02,2.775579033E-02
a7030,1.982233544E+01,3.963048067E-01,4.059456270E-01,2.094823752E-01,1.659317542E-01
a7031,2.035188592E+01,2.166862867E-01,2.213110707E-01,1.147323107E-01,9.538441418E-02
a7032,2.052345276E+01,1.608267001E-01,1.633375304E-01,8.406939939E-02,6.831361175E-02
a7033,1.998456197E+01,3.505394960E-01,3.543769213E-01,1.791197702E-01,1.314018439E-01
a7034,2.033177002E+01,2.264312653E-01,2.300126871E-01,1.180255537E-01,9.376047838E-02
a7035,2.049278244E+01,1.707757366E-01,1.737090123E-01,8.958942116E-02,7.314338880E-02
a7036,2.023056091E+01,2.657809699E-01,2.679827645E-01,1.354101352E-01,1.002652237E-01
a7037,1.995980098E+01,3.499487471E-01,3.579983911E-01,1.847737417E-01,1.474781432E-01
a7038,2.031063977E+01,2.299470493E-01,2.354055978E-01,1.223634564E-01,1.016441300E-01
a7039,2.151461879E+01,1.641686003E-01,1.666594919E-01,8.568229331E-02,6.887082395E-02
a704,6.023364497E+01,4.366122126E-01,2.527404825E-01,5.922946892E-02,1.777286811E-02
a7040,2.131965625E+01,2.285689410E-01,2.331188970E-01,1.204767431E-01,9.817916405E-02
a7041,2.146227689E+01,1.853972652E-01,1.866887542E-01,9.451328866E-02,7.112380265E-02
a7042,2.147745374E+01,1.768590696E-01,1.794903097E-01,9.220278537E-02,7.399409766E-02
a7043,2.134526759E+01,2.183594946E-01,2.235007326E-01,1.162283560E-01,9.664383114E-02
a7044,2.132149710E+01,2.267353835E-01,2.317432076E-01,1.202445808E-01,9.977972624E-02
a7045,2.114736522E+01,2.896341806E-01,2.943181774E-01,1.507245796E-01,1.179578421E-01
a7046,2.089286395E+01,3.736265544E-01,3.816391846E-01,1.964321488E-01,1.554381584E-01
a7047,2.102375911E+01,3.291688523E-01,3.359422743E-01,1.730375570E-01,1.380922087E-01
a7048,2.086173433E+01,3.826003519E-01,3.917830741E-01,2.023797560E-01,1.615024873E-01
a7049,2.114868142E+01,2.865763498E-01,2.924748444E-01,1.509094365E-01,1.213579453E-01
a705,5.962613120E+01,7.895853418E-01,4.530756652E-01,1.029779396E-01,2.822985153E-02
a7050,2.135359732E+01,2.156198383E-01,2.205383653E-01,1.146114519E-01,9.563302003E-02
a7051,2.202037343E+01,3.286242455E-01,3.361513461E-01,1.739076033E-01,1.409433781E-01
a7052,2.212651785E+01,2.922896948E-01,2.991492283E-01,1.551266570E-01,1.269165695E-01
a7053,2.223530300E+01,2.553060990E-01,2.613886052E-01,1.358239810E-01,1.121783169E-01
a7054,2.235459357E+01,2.133563640E-01,2.189691924E-01,1.145655605E-01,9.851531601E-02
a7055,2.247595601E+01,1.775186232E-01,1.801169754E-01,9.249265606E-02,7.391573495E-02
a7056,2.247383056E+01,1.778835813E-01,1.805377537E-01,9.279865073E-02,7.494945143E-02
a7057,2.327360201E+01,2.392007732E-01,2.461397790E-01,1.292232540E-01,1.118341790E-01
a7058,2.339061635E+01,2.058035640E-01,2.091663835E-01,1.076446952E-01,8.676900941E-02
a7059,2.326641809E+01,2.449282293E-01,2.505031050E-01,1.301062175E-01,1.080443565E-01
a706,5.968693962E+01,7.541924679E-01,4.330413585E-01,9.864014154E-02,2.718641201E-02
a7060,2.278104742E+01,4.106030970E-01,4.200504834E-01,2.166463689E-01,1.716526267E-01
a7061,2.349356973E+01,1.713133678E-01,1.738538991E-01,8.936443392E-02,7.189856795E-02
a7062,2.410020404E+01,3.024196515E-01,3.084741316E-01,1.592580760E-01,1.296441044E-01
a7063,2.433521578E+01,2.204404142E-01,2.257867958E-01,1.178167131E-01,1.007402985E-01
a7064,2.448657036E+01,1.736493397E-01,1.762365042E-01,9.061195831E-02,7.293183712E-02
a7065,2.426574250E+01,2.450987757E-01,2.504739177E-01,1.300305890E-01,1.086542195E-01
a7066,2.374211175E+01,4.337996480E-01,4.389360109E-01,2.220412730E-01,1.631113194E-01
a7067,2.426736183E+01,2.521645157E-01,2.543099342E-01,1.288949406E-01,9.726877673E-02
a7068,2.421088870E+01,2.648881371E-01,2.703588305E-01,1.398439220E-01,1.140204076E-01
a7069,2.398627608E+01,3.475291687E-01,3.519083447E-01,1.789196065E-01,1.353667989E-01
a707,6.081885418E+01,6.548598870E-01,3.918949661E-01,9.885573259E-02,3.553523930E-02
a7070,2.419159284E+01,2.661244630E-01,2.741823988E-01,1.440681348E-01,1.240321623E-01
a7071,2.419251287E+01,2.654027330E-01,2.736095367E-01,1.439347527E-01,1.245401112E-01
a7072,2.524212167E+01,2.609798561E-01,2.631651223E-01,1.333472790E-01,1.003860759E-01
a7073,2.511572164E+01,2.950683541E-01,3.020127104E-01,1.568994834E-01,1.302978077E-01
a7074,2.525371970E+01,2.566418026E-01,2.589271089E-01,1.313447047E-01,9.936668163E-02
a7075,2.516862837E+01,2.773919808E-01,2.836994651E-01,1.473397621E-01,1.229404204E-01
a7076,2.526390331E+01,2.444571474E-01,2.503958276E-01,1.305333975E-01,1.107103166E-01
a7077,2.456136435E+01,4.856526370E-01,4.966300291E-01,2.556040737E-01,2.007489077E-01
a7078,2.525859915E+01,2.564083368E-01,2.579904835E-01,1.302529315E-01,9.674910177E-02
a7079,2.539983168E+01,2.026738067E-01,2.059331498E-01,1.060059064E-01,8.555545323E-02
a708,6.095570478E+01,5.984563295E-01,3.441704610E-01,7.912060143E-02,2.254782570E-02
a7080,2.538307318E+01,2.079837561E-01,2.114722045E-01,1.089801945E-01,8.849066364E-02
a7081,2.636126145E+01,2.150397275E-01,2.187138230E-01,1.128024481E-01,9.218255627E-02
a7082,2.572816086E+01,4.283859955E-01,4.379306507E-01,2.258894769E-01,1.796330218E-01
a7083,2.614682769E+01,2.808064609E-01,2.892008947E-01,1.519417441E-01,1.312232112E-01
a7084,2.565711291E+01,4.499808146E-01,4.608755025E-01,2.384898997E-01,1.935408733E-01
a7085,2.628646829E+01,2.409048866E-01,2.448642303E-01,1.260188180E-01,1.017437765E-01
a7086,2.542927594E+01,5.295293591E-01,5.420509220E-01,2.792344395E-01,2.199093395E-01
a7087,2.617952906E+01,2.738080869E-01,2.799552285E-01,1.453876891E-01,1.213199324E-01
a7088,2.705644358E+01,3.149820501E-01,3.221629309E-01,1.672381096E-01,1.391733335E-01
a7089,2.747696160E+01,1.772396328E-01,1.796672928E-01,9.224014458E-02,7.389133156E-02
a709,6.051298611E+01,8.399564540E-01,4.916933633E-01,1.176119076E-01,3.775216692E-02
a7090,2.707407343E+01,3.139692609E-01,3.189234067E-01,1.635568787E-01,1.294770210E-01
a7091,2.727623604E+01,2.451774653E-01,2.488478177E-01,1.277483752E-01,1.019903004E-01
a7092,2.709276575E+01,3.033731869E-01,3.100766931E-01,1.607964175E-01,1.329879557E-01
a7093,2.750120307E+01,1.678450116E-01,1.705866609E-01,8.803359185E-02,7.233166605E-02
a7094,2.721203315E+01,2.662858482E-01,2.706278056E-01,1.391674527E-01,1.118857401E-01
a7095,2.721298765E+01,2.660567481E-01,2.703547466E-01,1.389888342E-01,1.116120226E-01
a7096,2.718470563E+01,2.737636756E-01,2.793045651E-01,1.444646480E-01,1.177614811E-01
a7097,2.671875146E+01,4.306492905E-01,4.405490781E-01,2.276297354E-01,1.824204317E-01
a7098,2.721411219E+01,2.633319519E-01,2.686026444E-01,1.390423420E-01,1.149108678E-01
a7099,2.708482910E+01,2.997391859E-01,3.090293340E-01,1.627625410E-01,1.436398376E-01
a71,2.909412406E+00,5.320448066E-02,2.977783769E-02,6.283823054E-03,1.321452476E-03
a710,6.112985610E+01,4.959418070E-01,2.870436903E-01,6.715238240E-02,2.000601681E-02
a7100,2.639962313E+01,5.378888386E-01,5.511423936E-01,2.845584776E-01,2.267871606E-01
a7101,2.768384649E+01,4.424525523E-01,4.523119481E-01,2.335564370E-01,1.878325716E-01
a7102,2.816446514E+01,2.883133613E-01,2.904199039E-01,1.469029903E-01,1.098986043E-01
a7103,2.772503319E+01,4.278582181E-01,4.376008823E-01,2.262713242E-01,1.832363884E-01
a7104,2.804758659E+01,3.190941647E-01,3.258949367E-01,1.687467004E-01,1.386776123E-01
a7105,2.820631287E+01,2.685232117E-01,2.728991777E-01,1.402950200E-01,1.119697158E-01
a7106,2.771079504E+01,4.334208493E-01,4.429999381E-01,2.287454726E-01,1.840386988E-01
a7107,2.806049526E+01,3.088542398E-01,3.183915900E-01,1.674710904E-01,1.447878219E-01
a7108,2.835006237E+01,2.198059065E-01,2.231409082E-01,1.147177987E-01,9.227301166E-02
a7109,2.784999166E+01,3.848885696E-01,3.937217681E-01,2.039884087E-01,1.674095894E-01
a711,6.108982152E+01,5.210730944E-01,3.003261133E-01,6.928304149E-02,1.949623480E-02
a7110,2.809720257E+01,3.051561145E-01,3.105050680E-01,1.597384181E-01,1.273978310E-01
a7111,2.925542802E+01,2.563556306E-01,2.583427068E-01,1.309439803E-01,9.892965940E-02
a7112,2.902796713E+01,3.199313461E-01,3.296342464E-01,1.732217038E-01,1.492455764E-01
a7113,2.917702896E+01,2.833832931E-01,2.856861567E-01,1.447764013E-01,1.091251915E-01
a7114,3.008786868E+01,3.082713764E-01,3.135497231E-01,1.613155257E-01,1.289946957E-01
a7115,3.018575343E+01,2.776471853E-01,2.811761962E-01,1.436689357E-01,1.117542528E-01
a7116,2.998576803E+01,3.388730734E-01,3.467385481E-01,1.800415980E-01,1.485787480E-01
a7117,3.022650457E+01,2.608213301E-01,2.651514022E-01,1.365789686E-01,1.109437291E-01
a7118,3.023723524E+01,2.582464624E-01,2.620508690E-01,1.345557902E-01,1.079116361E-01
a7119,2.961160520E+01,4.655511430E-01,4.763604228E-01,2.464478757E-01,2.000353584E-01
a712,6.215285441E+01,4.869333255E-01,2.792982542E-01,6.368094158E-02,1.723306874E-02
a7120,3.014710806E+01,2.920778182E-01,2.950680451E-01,1.501459673E-01,1.156001100E-01
a7121,3.025231649E+01,5.984923776E-01,6.081527056E-01,3.094559017E-01,2.315825276E-01
a7122,3.088522223E+01,3.723409173E-01,3.809804887E-01,1.977662034E-01,1.636901641E-01
a7123,3.099913551E+01,3.373679812E-01,3.436317018E-01,1.771332459E-01,1.427315587E-01
a7124,3.147944503E+01,1.797332767E-01,1.805752865E-01,9.132072078E-02,6.892568950E-02
a7125,3.111443184E+01,2.995613029E-01,3.043307958E-01,1.563975236E-01,1.252785360E-01
a7126,3.030449643E+01,5.747639780E-01,5.864325107E-01,3.008443137E-01,2.334627651E-01
a7127,3.106064354E+01,3.087992240E-01,3.181847201E-01,1.673790584E-01,1.449934530E-01
a7128,3.043145399E+01,5.277199734E-01,5.399383502E-01,2.787452983E-01,2.221423863E-01
a7129,3.132520797E+01,2.267914367E-01,2.307380126E-01,1.191758379E-01,9.808674383E-02
a713,6.175920727E+01,7.137097433E-01,4.096155303E-01,9.291876520E-02,2.454869141E-02
a7130,3.106517097E+01,3.222338838E-01,3.248193462E-01,1.644662457E-01,1.233095511E-01
a7131,3.113189652E+01,2.976156185E-01,3.005582592E-01,1.528351469E-01,1.170944542E-01
a7132,3.096173077E+01,3.411046140E-01,3.517299762E-01,1.850930362E-01,1.603416068E-01
a7133,3.096648300E+01,6.922908006E-01,7.063117191E-01,3.610805194E-01,2.738339632E-01
a7134,3.197897233E+01,3.457908332E-01,3.512620921E-01,1.803046657E-01,1.436700759E-01
a7135,3.221270631E+01,2.650450227E-01,2.697220650E-01,1.391743167E-01,1.133522874E-01
a7136,3.223239550E+01,2.584433775E-01,2.628791568E-01,1.355999195E-01,1.106820450E-01
a7137,3.208378519E+01,3.098055140E-01,3.147900728E-01,1.618202670E-01,1.297989518E-01
a7138,3.298499502E+01,3.439538729E-01,3.493443286E-01,1.792884226E-01,1.424183544E-01
a7139,3.250297032E+01,5.040435758E-01,5.148357042E-01,2.655443802E-01,2.126060193E-01
a714,6.122771602E+01,1.016780510E+00,5.860890020E-01,1.335402960E-01,3.587417198E-02
a7140,3.297756812E+01,3.436271330E-01,3.502324404E-01,1.808918940E-01,1.476804162E-01
a7141,3.288792263E+01,3.637427171E-01,3.752249113E-01,1.978218959E-01,1.752878460E-01
a7142,3.293914687E+01,3.662885222E-01,3.690238758E-01,1.865572267E-01,1.389835085E-01
a7143,3.311685019E+01,2.985514205E-01,3.032452007E-01,1.558988516E-01,1.254543409E-01
a7144,3.309360951E+01,2.959605290E-01,3.053237828E-01,1.612652297E-01,1.438409516E-01
a7145,3.298389712E+01,3.433406777E-01,3.491925678E-01,1.796322482E-01,1.439373822E-01
a7146,3.230015708E+01,5.723457146E-01,5.852711499E-01,3.018419478E-01,2.403841035E-01
a7147,3.252821975E+01,4.945080902E-01,5.057412808E-01,2.614101948E-01,2.101206864E-01
a7148,3.392202440E+01,3.640055640E-01,3.705911612E-01,1.908388740E-01,1.525399971E-01
a7149,3.381234387E+01,4.099997900E-01,4.132700762E-01,2.089243508E-01,1.554619109E-01
a715,6.224467348E+01,4.298428202E-01,2.492260611E-01,5.861712052E-02,1.764051620E-02
a7150,3.272269230E+01,7.723696358E-01,7.897122840E-01,4.048372274E-01,3.103885546E-01
a7151,3.431870281E+01,2.292318822E-01,2.330121313E-01,1.202347379E-01,9.881843389E-02
a7152,3.415756022E+01,2.837554058E-01,2.885830071E-01,1.487913308E-01,1.213100354E-01
a7153,3.385775685E+01,3.744312693E-01,3.859489035E-01,2.031711376E-01,1.786918409E-01
a7154,3.388926438E+01,3.767277207E-01,3.825957704E-01,1.962068321E-01,1.552052972E-01
a7155,3.429477785E+01,2.389092517E-01,2.422848317E-01,1.244125940E-01,9.961546991E-02
a7156,3.391044822E+01,3.588125062E-01,3.694020001E-01,1.939869325E-01,1.673503385E-01
a7157,3.410591140E+01,6.379724641E-01,6.527264508E-01,3.365775670E-01,2.668121182E-01
a7158,3.389403466E+01,7.112278406E-01,7.272803358E-01,3.739989262E-01,2.934582400E-01
a7159,3.493811849E+01,3.530338161E-01,3.614573547E-01,1.882451729E-01,1.591451613E-01
a716,6.160692359E+01,7.858497251E-01,4.612787902E-01,1.107777041E-01,3.517019227E-02
a7160,3.498329445E+01,3.316724825E-01,3.422666672E-01,1.808207622E-01,1.619456333E-01
a7161,3.534100297E+01,2.238316454E-01,2.266766534E-01,1.161729502E-01,9.231578124E-02
a7162,3.483960132E+01,3.804513479E-01,3.922685738E-01,2.065697129E-01,1.811090443E-01
a7163,3.493440735E+01,3.553835474E-01,3.637139149E-01,1.891302041E-01,1.573649886E-01
a7164,3.586488964E+01,3.735987117E-01,3.846082048E-01,2.020234617E-01,1.748799843E-01
a7165,3.582421106E+01,3.939887247E-01,4.024259536E-01,2.084318978E-01,1.709423609E-01
a7166,3.575907476E+01,4.234280050E-01,4.291864097E-01,2.191134925E-01,1.691973304E-01
a7167,3.595431936E+01,3.502737572E-01,3.576154776E-01,1.852901340E-01,1.525012724E-01
a7168,3.652786062E+01,4.942877378E-01,5.051199676E-01,2.611960352E-01,2.115356347E-01
a7169,3.676819384E+01,4.178869114E-01,4.245338924E-01,2.177357873E-01,1.716495719E-01
a717,6.325599449E+01,4.227440102E-01,2.453566902E-01,5.799343395E-02,1.791137530E-02
a7170,3.684308707E+01,3.879092794E-01,3.961349495E-01,2.051370592E-01,1.677316454E-01
a7171,3.633855700E+01,5.571009686E-01,5.699898346E-01,2.949269023E-01,2.394252922E-01
a7172,3.673263150E+01,4.230946205E-01,4.332156100E-01,2.251309553E-01,1.859273115E-01
a7173,3.683191654E+01,3.820364601E-01,3.938144145E-01,2.075688339E-01,1.846637556E-01
a7174,3.702440070E+01,3.347524714E-01,3.380061683E-01,1.718320182E-01,1.310086421E-01
a7175,3.724852670E+01,2.533402608E-01,2.573345079E-01,1.325917978E-01,1.082067382E-01
a7176,3.657976458E+01,4.799758564E-01,4.889380608E-01,2.515285817E-01,1.997929249E-01
a7177,3.704119042E+01,3.232763610E-01,3.287137967E-01,1.693563515E-01,1.374630661E-01
a7178,3.711879004E+01,2.979287935E-01,3.024212561E-01,1.554593169E-01,1.254005945E-01
a7179,3.779243392E+01,3.967215167E-01,4.088154978E-01,2.150678202E-01,1.869612451E-01
a718,6.374197069E+01,6.991216001E-01,4.184210846E-01,1.047852132E-01,3.570141529E-02
a7180,3.672197888E+01,7.677573541E-01,7.863184263E-01,4.052858665E-01,3.186594734E-01
a7181,3.780711906E+01,3.901028948E-01,4.023799615E-01,2.122312208E-01,1.881668622E-01
a7182,3.786198257E+01,3.776528112E-01,3.872273070E-01,2.020950051E-01,1.710423097E-01
a7183,3.777672760E+01,3.983040804E-01,4.118581671E-01,2.180436908E-01,1.950664581E-01
a7184,3.792132594E+01,3.682259907E-01,3.725458551E-01,1.900605232E-01,1.478416944E-01
a7185,3.777063818E+01,4.093089146E-01,4.188383355E-01,2.178268873E-01,1.833876866E-01
a7186,3.902772405E+01,3.280975603E-01,3.334884520E-01,1.717256269E-01,1.389643108E-01
a7187,3.889719078E+01,3.582279159E-01,3.704592681E-01,1.964374639E-01,1.776845751E-01
a7188,3.878267792E+01,4.164503371E-01,4.213335930E-01,2.146500036E-01,1.648881481E-01
a7189,3.891643779E+01,3.662064446E-01,3.721400438E-01,1.913829182E-01,1.538328021E-01
a719,6.344569585E+01,8.815745249E-01,5.145253384E-01,1.215705596E-01,3.663372659E-02
a7190,3.873766287E+01,4.237469215E-01,4.322899984E-01,2.234888618E-01,1.828113476E-01
a7191,3.989282893E+01,3.756038496E-01,3.811015375E-01,1.954350121E-01,1.550306739E-01
a7192,3.878699346E+01,7.627430531E-01,7.725660505E-01,3.909805304E-01,2.867169079E-01
a7193,3.847839865E+01,8.532504788E-01,8.724270353E-01,4.479868457E-01,3.479369880E-01
a7194,3.898955844E+01,6.833228771E-01,6.958339183E-01,3.562404040E-01,2.750443579E-01
a7195,3.948307404E+01,5.159801014E-01,5.240736969E-01,2.682191699E-01,2.086529963E-01
a7196,4.001216975E+01,3.346170720E-01,3.394498556E-01,1.742352516E-01,1.395280713E-01
a7197,3.989453684E+01,3.733104219E-01,3.795400533E-01,1.953331520E-01,1.572795331E-01
a7198,3.962960445E+01,4.561723389E-01,4.673598741E-01,2.432610440E-01,2.036022971E-01
a7199,3.970191788E+01,4.257994929E-01,4.392437269E-01,2.313968297E-01,2.016420699E-01
a72,2.935629276E+00,3.633795820E-02,2.129659372E-02,5.106876852E-03,1.629295058E-03
a720,6.379895364E+01,6.676170479E-01,3.982021694E-01,9.978725286E-02,3.543989263E-02
a7200,4.080699234E+01,4.057153574E-01,4.114122319E-01,2.106078426E-01,1.652722268E-01
a7201,4.052216923E+01,5.084928748E-01,5.134983119E-01,2.603157866E-01,1.955237934E-01
a7202,4.066812890E+01,4.360900433E-01,4.499024686E-01,2.371813710E-01,2.086972149E-01
a7203,4.105210888E+01,3.205546521E-01,3.254856557E-01,1.673698713E-01,1.344809407E-01
a7204,4.064508398E+01,4.430578085E-01,4.570101163E-01,2.409672524E-01,2.138808431E-01
a7205,4.039022740E+01,5.382975926E-01,5.507936886E-01,2.855975961E-01,2.350837233E-01
a7206,4.184840313E+01,3.882935914E-01,3.951539399E-01,2.036747221E-01,1.644746205E-01
a7207,4.164463685E+01,4.449824915E-01,4.587143325E-01,2.414263678E-01,2.102399593E-01
a7208,4.164158592E+01,4.684818635E-01,4.723134332E-01,2.390201693E-01,1.785986106E-01
a7209,4.189151623E+01,7.103156522E-01,7.261340497E-01,3.744655388E-01,2.975685312E-01
a721,6.416767751E+01,4.784014726E-01,2.740858102E-01,6.252172141E-02,1.731348285E-02
a7210,4.264957411E+01,4.561096064E-01,4.641128640E-01,2.388733224E-01,1.913300999E-01
a7211,4.272403058E+01,4.317799265E-01,4.386726160E-01,2.253599663E-01,1.801569086E-01
a7212,4.255136840E+01,4.912686662E-01,4.989922076E-01,2.558849879E-01,2.024857406E-01
a7213,4.286342686E+01,3.841271234E-01,3.903023297E-01,2.007460178E-01,1.613976684E-01
a7214,4.292048156E+01,3.641340743E-01,3.702013866E-01,1.906958600E-01,1.544871190E-01
a7215,4.292453263E+01,3.627508671E-01,3.687922453E-01,1.899745590E-01,1.539497023E-01
a7216,4.110771252E+01,9.852821746E-01,1.005955914E+00,5.140261614E-01,3.870232266E-01
a7217,4.267845119E+01,4.343041098E-01,4.472429336E-01,2.351502186E-01,2.048515496E-01
a7218,4.350693631E+01,5.060132128E-01,5.141101971E-01,2.637604706E-01,2.091798059E-01
a7219,4.361508918E+01,4.691624081E-01,4.769819737E-01,2.450037393E-01,1.937626974E-01
a722,6.374338778E+01,7.180210887E-01,4.152792446E-01,9.616521147E-02,2.714667512E-02
a7220,4.324153300E+01,5.956474494E-01,6.062248369E-01,3.112209394E-01,2.453737767E-01
a7221,4.406701636E+01,3.162311121E-01,3.206784804E-01,1.646070386E-01,1.314670099E-01
a7222,4.364228703E+01,4.558034632E-01,4.652100203E-01,2.406796761E-01,1.960198151E-01
a7223,4.288199318E+01,7.133364731E-01,7.292863627E-01,3.762170147E-01,2.991669706E-01
a7224,4.346008344E+01,5.206382988E-01,5.298948581E-01,2.724945732E-01,2.168888279E-01
a7225,4.304830948E+01,9.989083870E-01,1.022156039E+00,5.249404400E-01,4.056856521E-01
a7226,4.496600955E+01,3.489738472E-01,3.546336569E-01,1.826303893E-01,1.477525525E-01
a7227,4.517487665E+01,2.782418908E-01,2.824753251E-01,1.455109334E-01,1.188951989E-01
a7228,4.495500035E+01,3.526202197E-01,3.583180179E-01,1.845277482E-01,1.495336603E-01
a7229,4.417961353E+01,6.178797733E-01,6.282407061E-01,3.219471504E-01,2.523188429E-01
