6.124980000000000008e-02,6.555930000000000091e-02,5.244479999999999975e-02,7.489519999999999511e-02,7.028959999999999375e-02,6.737769999999999870e-02,5.563640000000000252e-02,7.171089999999999409e-02,6.032540000000000124e-02,5.221950000000000203e-02
1.021660000000000068e-01,2.548179999999999890e-01,1.148840000000000000e-01,9.295549999999999646e-02,1.017689999999999984e-01,1.895199999999999940e-01,1.631299999999999972e-01,9.865419999999999745e-02,1.873100000000000043e-01,1.848499999999999865e-01
5.949569999999999859e-02,4.786889999999999895e-02,4.355200000000000043e-02,4.983599999999999836e-02,6.175259999999999777e-02,4.497190000000000215e-02,6.342449999999999477e-02,4.277170000000000277e-02,5.426890000000000186e-02,6.023970000000000019e-02
6.669429999999999803e-02,6.506760000000000321e-02,4.929889999999999967e-02,5.951929999999999721e-02,6.774299999999999766e-02,5.385630000000000278e-02,6.146800000000000180e-02,6.561279999999999890e-02,6.639340000000000519e-02,5.278979999999999784e-02
6.491660000000000486e-02,7.323440000000000505e-02,5.812939999999999774e-02,7.343869999999999565e-02,6.934010000000000173e-02,6.779129999999999878e-02,5.986500000000000155e-02,7.465130000000000376e-02,6.731470000000000509e-02,5.470860000000000306e-02
7.077210000000000445e-02,7.842970000000000497e-02,6.252620000000000400e-02,8.207219999999999793e-02,7.874340000000000506e-02,7.708059999999999912e-02,6.551279999999999604e-02,8.156220000000000137e-02,7.317260000000000431e-02,7.125430000000000652e-02
7.029239999999999967e-03,6.651930000000000343e-03,5.506170000000000335e-03,6.636490000000000097e-03,7.977949999999999278e-03,4.556710000000000274e-03,7.305179999999999660e-03,7.737459999999999824e-03,6.642720000000000395e-03,6.409319999999999601e-03
4.290929999999999744e-02,3.766680000000000028e-02,3.619470000000000326e-02,2.975389999999999979e-02,4.401549999999999907e-02,3.079689999999999858e-02,4.131030000000000119e-02,3.415529999999999955e-02,4.225170000000000314e-02,3.995159999999999684e-02
2.910019999999999968e-02,2.743790000000000118e-02,2.843050000000000091e-02,2.722849999999999923e-02,2.751579999999999998e-02,2.652420000000000125e-02,2.779010000000000161e-02,2.824629999999999849e-02,2.567159999999999928e-02,2.983390000000000000e-02
3.735490000000000164e-03,3.715410000000000153e-03,3.230259999999999989e-03,3.065930000000000131e-03,4.163390000000000320e-03,3.159640000000000018e-03,3.720520000000000164e-03,3.820969999999999922e-03,3.938380000000000006e-03,3.308220000000000171e-03
1.567009999999999931e-02,2.084420000000000023e-02,1.686640000000000014e-02,2.173020000000000160e-02,1.647969999999999990e-02,1.823280000000000040e-02,2.397490000000000038e-02,1.777480000000000032e-02,2.359810000000000033e-02,2.236530000000000115e-02
6.447500000000000106e-03,6.635480000000000024e-03,6.721249999999999794e-03,6.232139999999999729e-03,7.149520000000000354e-03,6.538559999999999685e-03,6.558959999999999964e-03,6.917200000000000085e-03,6.775960000000000143e-03,6.970989999999999825e-03
2.018309999999999896e-02,2.048149999999999971e-02,1.966769999999999977e-02,2.452350000000000016e-02,2.001069999999999932e-02,2.185109999999999830e-02,2.041400000000000159e-02,2.102820000000000036e-02,1.989430000000000018e-02,2.072500000000000037e-02
7.417560000000000126e-03,7.251579999999999658e-03,7.951389999999999153e-03,7.384370000000000343e-03,7.426789999999999954e-03,7.256480000000000048e-03,7.451120000000000312e-03,6.690920000000000374e-03,6.678319999999999743e-03,7.609580000000000337e-03
3.368669999999999824e-03,2.696689999999999851e-03,2.485999999999999929e-03,2.359350000000000076e-03,2.110180000000000129e-03,2.731330000000000129e-03,2.389239999999999940e-03,3.197090000000000088e-03,3.082220000000000099e-03,2.268420000000000158e-03
3.325970000000000315e-02,3.338320000000000176e-02,3.030539999999999970e-02,3.343510000000000232e-02,3.491690000000000071e-02,3.372200000000000197e-02,3.448350000000000026e-02,3.857909999999999812e-02,3.233350000000000113e-02,3.160319999999999796e-02
5.241719999999999713e-02,4.165440000000000115e-02,3.953380000000000088e-02,3.791499999999999732e-02,5.421549999999999980e-02,3.588170000000000248e-02,5.403340000000000226e-02,4.251959999999999767e-02,4.228799999999999920e-02,4.828530000000000322e-02
1.892380000000000104e-02,1.936939999999999842e-02,1.799740000000000020e-02,1.960289999999999949e-02,1.969399999999999970e-02,1.810219999999999885e-02,1.880609999999999921e-02,2.117060000000000122e-02,2.136630000000000126e-02,2.153990000000000071e-02
4.250880000000000283e-03,4.588230000000000433e-03,4.401050000000000101e-03,5.022709999999999675e-03,5.043409999999999907e-03,4.221690000000000165e-03,4.198020000000000224e-03,4.660250000000000330e-03,4.269799999999999811e-03,3.962860000000000341e-03
4.068350000000000091e-03,3.730119999999999963e-03,3.676220000000000009e-03,3.772109999999999960e-03,3.621710000000000207e-03,3.888470000000000208e-03,5.176440000000000034e-03,3.521849999999999981e-03,3.645949999999999799e-03,3.782189999999999944e-03
