6.261400000000000299e-02,6.557630000000000403e-02,5.246660000000000212e-02,7.487560000000000049e-02,7.179770000000000596e-02,6.064470000000000277e-02,5.598179999999999823e-02,8.330600000000000505e-02,6.035390000000000199e-02,5.151370000000000254e-02
1.027720000000000022e-01,2.567269999999999830e-01,1.352420000000000011e-01,9.273829999999999574e-02,1.017519999999999952e-01,1.984839999999999938e-01,1.632379999999999942e-01,9.522379999999999733e-02,1.510370000000000046e-01,1.850019999999999998e-01
5.949920000000000209e-02,4.373429999999999679e-02,4.445609999999999840e-02,4.958699999999999913e-02,6.171990000000000115e-02,4.570310000000000344e-02,6.312289999999999568e-02,4.323040000000000216e-02,5.467559999999999781e-02,6.040129999999999805e-02
6.055939999999999934e-02,6.506099999999999384e-02,4.930169999999999692e-02,5.952960000000000196e-02,6.776250000000000329e-02,5.615710000000000146e-02,5.628969999999999807e-02,6.548289999999999667e-02,5.664899999999999797e-02,4.962690000000000157e-02
6.524689999999999657e-02,7.125259999999999927e-02,5.943829999999999947e-02,7.321990000000000443e-02,6.935389999999999611e-02,7.164550000000000085e-02,5.988199999999999773e-02,7.467530000000000001e-02,6.734460000000000446e-02,5.473309999999999981e-02
7.091790000000000593e-02,7.844279999999999309e-02,6.254020000000000412e-02,8.206789999999999918e-02,7.740589999999999971e-02,7.708700000000000274e-02,6.561119999999999453e-02,8.158410000000000661e-02,7.320150000000000268e-02,6.356950000000000101e-02
7.747290000000000426e-03,7.275939999999999838e-03,5.505010000000000285e-03,6.634690000000000379e-03,7.975760000000000141e-03,5.928759999999999933e-03,7.302259999999999654e-03,7.735350000000000212e-03,7.590859999999999622e-03,6.854670000000000207e-03
4.291650000000000326e-02,3.543829999999999897e-02,3.617569999999999814e-02,3.077519999999999908e-02,4.401120000000000032e-02,2.942209999999999964e-02,4.132369999999999793e-02,3.414670000000000205e-02,4.225029999999999758e-02,3.996190000000000159e-02
2.651799999999999990e-02,2.744200000000000111e-02,2.714549999999999949e-02,2.824839999999999990e-02,2.535810000000000147e-02,2.789389999999999925e-02,3.043509999999999965e-02,2.794419999999999890e-02,2.679959999999999981e-02,2.753299999999999845e-02
3.735060000000000116e-03,3.322269999999999997e-03,4.046779999999999822e-03,4.035170000000000250e-03,4.426209999999999867e-03,3.926630000000000398e-03,3.720100000000000056e-03,3.560859999999999893e-03,3.486749999999999832e-03,3.313060000000000050e-03
2.433959999999999943e-02,2.084630000000000163e-02,1.874649999999999928e-02,2.236170000000000171e-02,2.694699999999999873e-02,1.822040000000000118e-02,2.397710000000000119e-02,1.774529999999999857e-02,2.360040000000000054e-02,2.236549999999999996e-02
6.446000000000000341e-03,6.479920000000000124e-03,6.459669999999999822e-03,6.719310000000000040e-03,6.957170000000000368e-03,6.981489999999999918e-03,6.557450000000000258e-03,6.917859999999999635e-03,6.777130000000000133e-03,6.971549999999999969e-03
2.026069999999999954e-02,2.048020000000000049e-02,1.973750000000000157e-02,2.353440000000000046e-02,2.143820000000000101e-02,2.391029999999999892e-02,2.031370000000000051e-02,2.102839999999999918e-02,1.989250000000000046e-02,2.093079999999999941e-02
7.417130000000000077e-03,6.809149999999999925e-03,7.746679999999999712e-03,7.048330000000000220e-03,7.140699999999999825e-03,7.317279999999999791e-03,7.456289999999999966e-03,6.691240000000000208e-03,6.678510000000000349e-03,7.252820000000000100e-03
3.368410000000000067e-03,2.971820000000000017e-03,2.607100000000000216e-03,3.533870000000000153e-03,2.281050000000000178e-03,4.040420000000000296e-03,3.311349999999999797e-03,2.386600000000000006e-03,2.423690000000000046e-03,2.439810000000000156e-03
3.871349999999999791e-02,3.649299999999999766e-02,3.030580000000000079e-02,3.438959999999999934e-02,3.658530000000000115e-02,3.371939999999999660e-02,3.921990000000000198e-02,3.713980000000000059e-02,3.233590000000000075e-02,2.989609999999999837e-02
5.398590000000000333e-02,4.164600000000000246e-02,3.952060000000000295e-02,3.600400000000000128e-02,5.420180000000000137e-02,3.602299999999999947e-02,5.479880000000000168e-02,4.537680000000000186e-02,4.871600000000000236e-02,4.828570000000000084e-02
1.985040000000000068e-02,1.936759999999999871e-02,1.697450000000000001e-02,1.851210000000000008e-02,1.817229999999999887e-02,1.815550000000000150e-02,1.880609999999999921e-02,1.888350000000000098e-02,1.867419999999999844e-02,2.156169999999999962e-02
4.320580000000000080e-03,4.589219999999999758e-03,4.071879999999999944e-03,5.021180000000000088e-03,5.319189999999999682e-03,4.828599999999999733e-03,4.189489999999999707e-03,4.118740000000000075e-03,3.994499999999999787e-03,3.962099999999999650e-03
5.234400000000000164e-03,4.476280000000000016e-03,3.676299999999999967e-03,4.720249999999999620e-03,6.877069999999999884e-03,3.590770000000000073e-03,5.174899999999999639e-03,3.506580000000000027e-03,5.418779999999999777e-03,3.325579999999999856e-03
