a1846,80.08882,28.86117,0.0
a4067,80.08882,28.86117,0.0
a6288,80.08882,28.86117,0.0
a8509,80.08882,28.86117,0.0
a1784,80.08882,28.93617,0.0
a4005,80.08882,28.93617,0.0
a6226,80.08882,28.93617,0.0
a8447,80.08882,28.93617,0.0
a8913,80.12917,29.0375,0.0
a8965,80.12917,29.0375,0.0
a9017,80.12917,29.0375,0.0
a9069,80.12917,29.0375,0.0
a9121,80.12917,29.0375,0.0
a1100,80.16382,28.78617,0.0
a3321,80.16382,28.78617,0.0
a5542,80.16382,28.78617,0.0
a7763,80.16382,28.78617,0.0
a1042,80.16382,28.86117,0.0
a3263,80.16382,28.86117,0.0
a5484,80.16382,28.86117,0.0
a7705,80.16382,28.86117,0.0
a2028,80.16382,28.93617,0.0
a4249,80.16382,28.93617,0.0
a6470,80.16382,28.93617,0.0
a8691,80.16382,28.93617,0.0
a2110,80.16382,29.01117,0.0
a4331,80.16382,29.01117,0.0
a6552,80.16382,29.01117,0.0
a8773,80.16382,29.01117,0.0
a1889,80.23882,28.78617,0.0
a4110,80.23882,28.78617,0.0
a6331,80.23882,28.78617,0.0
a8552,80.23882,28.78617,0.0
a1748,80.23882,28.86117,0.0
a3969,80.23882,28.86117,0.0
a6190,80.23882,28.86117,0.0
a8411,80.23882,28.86117,0.0
a2096,80.23882,28.93617,0.0
a4317,80.23882,28.93617,0.0
a6538,80.23882,28.93617,0.0
a8759,80.23882,28.93617,0.0
a3216,80.23882,29.01117,0.0
a5437,80.23882,29.01117,0.0
a7658,80.23882,29.01117,0.0
a995,80.23882,29.01117,0.0
a1367,80.23882,29.08617,0.0
a3588,80.23882,29.08617,0.0
a5809,80.23882,29.08617,0.0
a8030,80.23882,29.08617,0.0
a2024,80.31382,28.71117,0.0
a4245,80.31382,28.71117,0.0
a6466,80.31382,28.71117,0.0
a8687,80.31382,28.71117,0.0
a1681,80.31382,28.78617,0.0
a3902,80.31382,28.78617,0.0
a6123,80.31382,28.78617,0.0
a8344,80.31382,28.78617,0.0
a1658,80.31382,28.86117,0.0
