0.01,-9.76E-06
0.02,3.48E-06
0.03,2.74E-06
0.04,-9.10E-05
0.05,-0.000188
0.06,-0.00020367
0.07,-0.0001343
0.08,-4.50E-05
0.09,-3.71E-05
0.1,-0.00010829
0.11,-0.00018316
0.12,-0.00020451
0.13,-0.00018377
0.14,-0.00014
0.15,-0.00011415
0.16,-0.0001696
0.17,-0.00029745
0.18,-0.00043166
0.19,-0.00043391
0.2,-0.00030592
0.21,-0.00017742
0.22,-8.09E-05
0.23,-2.63E-05
0.24,-8.48E-05
0.25,-0.00024161
0.26,-0.00036642
0.27,-0.00042406
0.28,-0.00045675
0.29,-0.00041299
0.3,-0.00031897
0.31,-0.00021426
0.32,-7.94E-05
0.33,-1.74E-05
0.34,3.56E-05
0.35,7.86E-05
0.36,3.75E-05
0.37,-9.19E-05
0.38,-0.00023365
0.39,-0.00017935
0.4,-7.02E-05
0.41,-0.00010464
0.42,-0.00013987
0.43,-5.19E-05
0.44,-4.66E-06
0.45,-4.88E-05
0.46,-0.00013252
0.47,-0.00031447
0.48,-0.00046891
0.49,-0.0004406
0.5,-0.00027794
0.51,-0.00022758
0.52,-0.00025764
0.53,-0.00013577
0.54,-0.00012493
0.55,-0.00029402
0.56,-0.00032947
0.57,-0.00023629
0.58,-8.01E-05
0.59,-2.14E-05
0.6,-5.69E-05
0.61,-9.14E-05
0.62,-0.00024443
0.63,-0.00018368
0.64,-8.25E-05
0.65,-0.00028563
0.66,-0.00027994
0.67,-0.00022791
0.68,-0.00030942
0.69,-0.00028399
0.7,-0.0002228
0.71,-0.00015653
0.72,-0.00013285
0.73,-0.00019194
0.74,-0.00019696
0.75,-0.00024684
0.76,-0.00039767
0.77,-0.00011826
0.78,7.93E-05
0.79,-0.00021026
0.8,-3.54E-05
0.81,-2.19E-07
0.82,-0.00027437
0.83,-0.00019542
0.84,-0.0002479
0.85,-0.00022584
0.86,-0.00026192
0.87,-0.00013938
0.88,5.82E-05
0.89,-1.42E-05
0.9,-2.18E-05
0.91,1.38E-06
0.92,-0.0001113
0.93,-0.00043775
0.94,-0.00028251
0.95,-9.38E-05
0.96,-0.00018629
0.97,-0.00014293
0.98,-7.78E-05
0.99,-1.44E-05
1,9.82E-05
1.01,6.02E-05
1.02,-0.00011511
1.03,-0.00012032
1.04,-0.00016619
1.05,-0.00038529
1.06,-0.00047768
1.07,-0.00020516
1.08,0.00018427
1.09,0.00023523
1.1,-0.00028356
1.11,-0.0005
1.12,-0.00015824
1.13,-0.00011518
1.14,-0.00041081
1.15,-0.00014144
1.16,0.0001343
1.17,4.05E-05
1.18,1.72E-05
1.19,-0.00021804
1.2,-5.58E-05
1.21,0.00014014
1.22,-0.00028332
1.23,-0.00071884
1.24,-0.00024164
1.25,-0.00011233
1.26,-0.0007171
1.27,-0.0002753
1.28,0.00024006
1.29,0.00019757
1.3,0.00026069
1.31,0.00019963
1.32,0.00015206
1.33,4.18E-05
1.34,0.00013753
1.35,-1.61E-05
1.36,-0.00044022
1.37,-0.00010406
1.38,-0.00030089
1.39,-0.00044654
1.4,0.00030461
1.41,0.00017876
1.42,-0.00046369
1.43,-3.42E-05
1.44,0.00038691
1.45,0.00019605
1.46,0.0001894
1.47,0.00011222
1.48,5.27E-05
1.49,3.27E-05
1.5,8.06E-05
1.51,0.00015898
1.52,0.00023844
1.53,0.00024763
1.54,0.00032604
1.55,0.000246
1.56,-0.00010587
1.57,8.14E-05
1.58,0.00030222
1.59,0.00015054
1.6,0.00022617
1.61,0.0001108
1.62,0.00026667
1.63,-6.79E-05
1.64,-0.00039416
1.65,-0.00034479
1.66,-0.0017435
1.67,-0.00073753
1.68,0.00076172
1.69,4.86E-05
1.7,-0.00025722
1.71,-2.40E-06
1.72,0.00027969
1.73,0.00028245
1.74,0.00020857
1.75,0.00056818
1.76,0.00084664
1.77,-0.00024095
1.78,-1.72E-05
1.79,0.00072136
1.8,-0.00028629
1.81,-0.00091167
1.82,-7.92E-05
1.83,0.00037014
1.84,0.00037367
1.85,0.00024056
1.86,-0.0006425
1.87,-6.29E-05
1.88,0.00057026
1.89,0.00032614
1.9,0.00032177
1.91,0.00049651
1.92,0.0002372
1.93,-0.00072216
1.94,-0.00017252
1.95,0.00044575
1.96,0.00015266
1.97,0.00040564
1.98,0.00031162
1.99,-0.000144
2,0.00027617
2.01,0.00063126
2.02,0.00064398
2.03,0.00059346
2.04,-0.00063777
2.05,-0.001157
2.06,0.00027627
2.07,0.0011794
2.08,0.00063398
2.09,0.00030667
2.1,0.00036378
2.11,0.00023279
2.12,0.00024475
2.13,0.00019537
2.14,0.00031655
2.15,0.00023407
2.16,-0.00025325
2.17,4.40E-05
2.18,0.00053148
2.19,0.00024309
2.2,-0.00023783
2.21,9.29E-05
2.22,0.00052444
2.23,0.00043535
2.24,0.00055213
2.25,0.00050811
2.26,0.00059138
2.27,0.00030454
2.28,-0.00013944
2.29,-9.50E-05
2.3,0.0001251
2.31,0.00084997
2.32,-0.00016629
2.33,-0.0014096
2.34,-0.00089104
2.35,0.00017928
2.36,0.0007186
2.37,0.00050501
2.38,0.00059356
2.39,0.0005047
2.4,0.00060734
2.41,0.00038983
2.42,-0.001024
2.43,-0.00069143
2.44,0.00021883
2.45,-0.00012041
2.46,0.00079088
2.47,0.00094777
2.48,0.00037188
2.49,0.00065
2.5,0.00048591
2.51,0.00071516
2.52,0.00041361
2.53,-0.00083767
2.54,-0.00016682
2.55,0.00074392
2.56,-0.00054212
2.57,-0.00088304
2.58,0.00013893
2.59,-0.00029786
2.6,4.47E-05
2.61,0.0010688
2.62,0.00040855
2.63,-0.00080311
2.64,-0.00060355
2.65,-4.23E-05
2.66,-9.06E-05
2.67,0.00068409
2.68,0.00097679
2.69,0.0007968
2.7,0.00074847
2.71,0.00073003
2.72,0.00041524
2.73,0.00064224
2.74,0.0017707
2.75,0.00094869
2.76,0.00014913
2.77,0.0005504
2.78,0.00056793
2.79,0.00055232
2.8,0.00083437
2.81,0.00048109
2.82,-0.00071381
2.83,1.34E-05
2.84,0.0011777
2.85,0.00058546
2.86,-0.00067551
2.87,0.00010462
2.88,0.0016109
2.89,0.00084238
2.9,-0.00094715
2.91,-0.0011345
2.92,0.00029264
2.93,0.00093575
2.94,0.0002374
2.95,-0.00095051
2.96,-0.0002847
2.97,0.00073442
2.98,0.00029034
