rupture_tag,aggregate_loss,insured_loss
col=00~ses=0019~src=238-33~rup=001-01,6.1259269E+05,0.0000000E+00
col=00~ses=0019~src=238-35~rup=004-01,6.0902270E+06,0.0000000E+00
col=00~ses=0019~src=238-54~rup=001-01,6.9524394E+05,0.0000000E+00
col=00~ses=0019~src=238-55~rup=001-01,4.7150469E+05,0.0000000E+00
col=00~ses=0019~src=238-55~rup=001-02,3.9293691E+05,0.0000000E+00
col=00~ses=0019~src=238-59~rup=002-01,2.5913755E+06,0.0000000E+00
col=00~ses=0019~src=238-61~rup=002-01,3.1491842E+06,0.0000000E+00
col=00~ses=0019~src=238-66~rup=003-01,8.2112665E+06,0.0000000E+00
col=00~ses=0019~src=238-69~rup=001-01,5.1424159E+05,0.0000000E+00
col=00~ses=0019~src=238-79~rup=001-01,3.2592395E+06,0.0000000E+00
col=00~ses=0019~src=238-89~rup=003-01,9.9073890E+06,0.0000000E+00
col=00~ses=0019~src=238-90~rup=001-01,2.6559198E+06,0.0000000E+00
col=00~ses=0019~src=238-95~rup=003-01,4.1073764E+07,0.0000000E+00
col=00~ses=0019~src=239-52~rup=001-01,1.5416734E+05,0.0000000E+00
col=00~ses=0019~src=239-55~rup=002-01,5.5318856E+05,0.0000000E+00
col=00~ses=0019~src=239-60~rup=001-01,2.4164369E+05,0.0000000E+00
col=00~ses=0019~src=239-63~rup=001-01,7.4522056E+05,0.0000000E+00
col=00~ses=0019~src=239-7~rup=001-01,1.2772175E+04,0.0000000E+00
col=00~ses=0019~src=239-7~rup=001-02,5.1069756E+03,0.0000000E+00
col=00~ses=0019~src=239-82~rup=002-01,1.6378969E+06,0.0000000E+00
col=00~ses=0019~src=239-8~rup=002-01,1.7644125E+04,0.0000000E+00
col=00~ses=0019~src=240-38~rup=002-01,6.1870109E+04,0.0000000E+00
col=00~ses=0019~src=240-43~rup=001-01,1.5792053E+05,0.0000000E+00
col=00~ses=0019~src=240-80~rup=002-01,6.9718488E+05,0.0000000E+00
col=00~ses=0019~src=240-86~rup=001-01,4.5873741E+05,0.0000000E+00
col=00~ses=0019~src=279-3~rup=001-01,2.8019308E+07,0.0000000E+00
col=00~ses=0019~src=280-39~rup=001-01,1.5163772E+07,0.0000000E+00
col=00~ses=0019~src=280-39~rup=002-01,2.5125744E+07,0.0000000E+00
col=00~ses=0019~src=374-255~rup=003-01,3.3378582E+08,0.0000000E+00
col=00~ses=0019~src=376-137~rup=001-01,7.4193133E+04,0.0000000E+00
col=00~ses=0019~src=376-138~rup=001-01,5.6156215E+04,0.0000000E+00
col=00~ses=0019~src=376-152~rup=004-01,1.0873766E+05,0.0000000E+00
col=00~ses=0019~src=376-187~rup=001-01,6.5643100E+05,0.0000000E+00
col=00~ses=0019~src=376-208~rup=001-01,1.6961129E+06,0.0000000E+00
col=00~ses=0019~src=376-215~rup=002-01,1.1224525E+06,0.0000000E+00
col=00~ses=0019~src=376-221~rup=003-01,3.2720638E+06,0.0000000E+00
col=00~ses=0019~src=386-70~rup=001-01,2.7810758E+07,0.0000000E+00
col=00~ses=0020~src=224-48~rup=004-01,3.1408262E+05,0.0000000E+00
col=00~ses=0020~src=224-6~rup=003-01,7.4172645E+06,0.0000000E+00
col=00~ses=0020~src=227-109~rup=001-01,7.7263448E+07,0.0000000E+00
col=00~ses=0020~src=227-176~rup=001-01,2.1470184E+08,0.0000000E+00
col=00~ses=0020~src=227-36~rup=003-01,1.2426752E+07,0.0000000E+00
col=00~ses=0020~src=227-88~rup=003-01,1.2886396E+08,0.0000000E+00
col=00~ses=0020~src=228-137~rup=001-01,3.7688012E+07,0.0000000E+00
col=00~ses=0020~src=228-161~rup=001-01,1.4021014E+07,0.0000000E+00
col=00~ses=0020~src=228-33~rup=003-01,4.9504105E+06,0.0000000E+00
col=00~ses=0020~src=228-39~rup=001-01,2.4148464E+05,0.0000000E+00
col=00~ses=0020~src=229-132~rup=001-01,1.6806818E+08,2.9465852E+04
col=00~ses=0020~src=229-14~rup=004-01,8.3694675E+08,8.6314736E+03
col=00~ses=0020~src=229-152~rup=001-01,1.6759290E+08,1.8945877E+02
col=00~ses=0020~src=229-165~rup=001-01,2.2798216E+08,0.0000000E+00
col=00~ses=0020~src=229-166~rup=001-01,2.4982744E+08,2.4578557E+02
col=00~ses=0020~src=229-27~rup=001-01,4.3284979E+08,1.1671237E+03
col=00~ses=0020~src=229-58~rup=001-01,1.0307073E+08,0.0000000E+00
col=00~ses=0020~src=229-92~rup=001-01,1.0478771E+09,0.0000000E+00
col=00~ses=0020~src=230-226~rup=001-01,4.8645235E+08,0.0000000E+00
col=00~ses=0020~src=230-23~rup=002-01,1.5591997E+09,0.0000000E+00
col=00~ses=0020~src=230-254~rup=001-01,2.3968773E+08,0.0000000E+00
col=00~ses=0020~src=230-282~rup=001-01,7.7346810E+08,0.0000000E+00
col=00~ses=0020~src=230-70~rup=001-01,6.6039974E+08,0.0000000E+00
col=00~ses=0020~src=230-8~rup=001-01,6.4278438E+08,0.0000000E+00
col=00~ses=0020~src=231-117~rup=002-01,2.8802509E+08,6.9551556E+02
col=00~ses=0020~src=231-176~rup=001-01,2.3625915E+08,0.0000000E+00
col=00~ses=0020~src=231-21~rup=001-01,5.0688371E+08,0.0000000E+00
col=00~ses=0020~src=231-239~rup=003-01,7.8548154E+08,0.0000000E+00
col=00~ses=0020~src=231-275~rup=002-01,7.4879923E+08,1.0980979E+03
col=00~ses=0020~src=232-19~rup=004-01,4.2864157E+08,3.5103512E+04
col=00~ses=0020~src=232-31~rup=001-01,2.8058595E+08,1.4956305E+04
col=00~ses=0020~src=233-48~rup=001-01,4.2028104E+07,4.5605801E+03
col=00~ses=0020~src=234-151~rup=001-01,1.2527252E+08,3.7639474E+02
col=00~ses=0020~src=234-20~rup=004-01,3.0697837E+08,1.4252355E+05
col=00~ses=0020~src=234-27~rup=004-01,4.4125203E+08,1.8321173E+05
col=00~ses=0020~src=235-104~rup=001-01,1.6305952E+08,2.0294587E+03
col=00~ses=0020~src=235-184~rup=001-01,1.0282941E+07,0.0000000E+00
col=00~ses=0020~src=235-235~rup=002-01,4.6887500E+07,0.0000000E+00
col=00~ses=0020~src=235-239~rup=001-01,5.7853164E+07,0.0000000E+00
col=00~ses=0020~src=235-260~rup=001-01,4.9589192E+07,0.0000000E+00
col=00~ses=0020~src=235-319~rup=004-01,9.1647277E+08,1.8355220E+05
col=00~ses=0020~src=235-343~rup=003-01,4.9178560E+08,7.4714609E+04
col=00~ses=0020~src=235-361~rup=003-01,6.1533120E+08,4.5531519E+02
col=00~ses=0020~src=235-376~rup=001-01,2.4923576E+08,0.0000000E+00
col=00~ses=0020~src=235-37~rup=002-01,2.3721810E+07,0.0000000E+00
col=00~ses=0020~src=235-389~rup=001-01,2.5524995E+08,1.3852747E+02
col=00~ses=0020~src=235-511~rup=001-01,1.6103454E+08,0.0000000E+00
col=00~ses=0020~src=235-512~rup=001-01,2.5698277E+08,0.0000000E+00
col=00~ses=0020~src=235-92~rup=001-01,3.0896352E+07,0.0000000E+00
col=00~ses=0020~src=236-406~rup=004-01,3.3925672E+07,0.0000000E+00
col=00~ses=0020~src=236-529~rup=001-01,2.4493860E+06,0.0000000E+00
col=00~ses=0020~src=238-101~rup=002-01,1.1199946E+07,0.0000000E+00
col=00~ses=0020~src=238-103~rup=001-01,5.0419200E+06,0.0000000E+00
col=00~ses=0020~src=238-111~rup=001-01,4.3659040E+06,0.0000000E+00
col=00~ses=0020~src=238-115~rup=001-01,1.1749672E+07,0.0000000E+00
col=00~ses=0020~src=238-116~rup=001-01,4.1417228E+06,0.0000000E+00
col=00~ses=0020~src=238-123~rup=001-01,8.2664905E+06,0.0000000E+00
col=00~ses=0020~src=238-129~rup=001-01,9.2330080E+06,0.0000000E+00
col=00~ses=0020~src=238-131~rup=001-01,1.2972914E+07,0.0000000E+00
col=00~ses=0020~src=238-144~rup=004-01,6.9957944E+07,0.0000000E+00
col=00~ses=0020~src=238-145~rup=001-01,1.1680136E+07,0.0000000E+00
col=00~ses=0020~src=238-148~rup=001-01,7.9780465E+06,0.0000000E+00
col=00~ses=0020~src=238-14~rup=002-01,2.1032814E+05,0.0000000E+00
col=00~ses=0020~src=238-156~rup=001-01,1.9049714E+07,0.0000000E+00
col=00~ses=0020~src=238-157~rup=002-01,2.8795776E+07,0.0000000E+00
col=00~ses=0020~src=238-157~rup=002-02,2.7509618E+07,0.0000000E+00
col=00~ses=0020~src=238-17~rup=004-01,3.3488322E+06,0.0000000E+00
col=00~ses=0020~src=238-180~rup=002-01,4.8182596E+07,0.0000000E+00
col=00~ses=0020~src=238-185~rup=001-01,4.1197636E+07,0.0000000E+00
col=00~ses=0020~src=238-25~rup=001-01,4.2341772E+05,0.0000000E+00
col=00~ses=0020~src=238-2~rup=002-01,1.9590062E+04,0.0000000E+00
col=00~ses=0020~src=238-2~rup=002-02,1.0009316E+04,0.0000000E+00
col=00~ses=0020~src=238-40~rup=002-01,2.8945408E+06,0.0000000E+00
col=00~ses=0020~src=238-42~rup=001-01,3.0473203E+05,0.0000000E+00
col=00~ses=0020~src=238-65~rup=002-01,5.3262070E+06,0.0000000E+00
col=00~ses=0020~src=238-71~rup=001-01,1.0915230E+06,0.0000000E+00
col=00~ses=0020~src=238-80~rup=002-01,7.2173135E+06,0.0000000E+00
col=00~ses=0020~src=238-90~rup=001-01,3.6908305E+06,0.0000000E+00
col=00~ses=0020~src=238-90~rup=002-01,4.6850130E+06,0.0000000E+00
col=00~ses=0020~src=238-91~rup=002-01,5.8396265E+06,0.0000000E+00
col=00~ses=0020~src=238-92~rup=001-01,3.6865620E+06,0.0000000E+00
col=00~ses=0020~src=239-26~rup=002-01,3.1472133E+04,0.0000000E+00
col=00~ses=0020~src=239-59~rup=001-01,2.0653448E+05,0.0000000E+00
col=00~ses=0020~src=240-107~rup=001-01,5.6283605E+06,0.0000000E+00
col=00~ses=0020~src=240-117~rup=001-01,3.0101945E+06,0.0000000E+00
col=00~ses=0020~src=240-48~rup=003-01,2.1610885E+04,0.0000000E+00
col=00~ses=0020~src=240-49~rup=001-01,2.7748531E+05,0.0000000E+00
col=00~ses=0020~src=240-81~rup=001-01,3.4451091E+05,0.0000000E+00
col=00~ses=0020~src=272-146~rup=001-01,6.1338312E+05,0.0000000E+00
col=00~ses=0020~src=279-28~rup=001-01,9.0975890E+06,0.0000000E+00
col=00~ses=0020~src=279-31~rup=001-01,1.5371324E+06,0.0000000E+00
col=00~ses=0020~src=280-0~rup=001-01,6.3019244E+07,0.0000000E+00
col=00~ses=0020~src=280-0~rup=002-01,1.2231018E+08,0.0000000E+00
col=00~ses=0020~src=280-14~rup=002-01,4.6277792E+07,0.0000000E+00
col=00~ses=0020~src=280-25~rup=001-01,1.1877626E+07,0.0000000E+00
col=00~ses=0020~src=376-132~rup=001-01,6.6769346E+03,0.0000000E+00
col=00~ses=0020~src=376-139~rup=001-01,4.2426371E+04,0.0000000E+00
col=00~ses=0020~src=376-154~rup=001-01,9.6822646E+03,0.0000000E+00
col=00~ses=0020~src=376-161~rup=001-01,3.3572516E+04,0.0000000E+00
col=00~ses=0020~src=376-172~rup=004-01,6.7267312E+05,0.0000000E+00
col=00~ses=0020~src=376-179~rup=001-01,5.6305425E+05,0.0000000E+00
col=00~ses=0020~src=376-186~rup=001-01,6.5933356E+05,0.0000000E+00
col=00~ses=0020~src=376-195~rup=001-01,2.7182519E+05,0.0000000E+00
col=00~ses=0020~src=376-198~rup=002-01,1.5170688E+06,0.0000000E+00
col=00~ses=0020~src=386-5~rup=002-01,7.3077808E+07,0.0000000E+00
col=00~ses=0021~src=227-12~rup=004-01,2.3231492E+05,0.0000000E+00
col=00~ses=0021~src=227-26~rup=003-01,5.0269769E+05,0.0000000E+00
col=00~ses=0021~src=227-5~rup=001-01,2.3960994E+04,0.0000000E+00
col=00~ses=0021~src=227-5~rup=001-02,1.4737054E+04,0.0000000E+00
col=00~ses=0021~src=227-62~rup=001-01,1.2221498E+07,0.0000000E+00
col=00~ses=0021~src=228-108~rup=001-01,4.0576138E+06,0.0000000E+00
col=00~ses=0021~src=228-118~rup=001-01,4.4059684E+07,0.0000000E+00
col=00~ses=0021~src=228-127~rup=001-01,4.4442445E+06,0.0000000E+00
col=00~ses=0021~src=228-142~rup=001-01,2.3570822E+07,0.0000000E+00
col=00~ses=0021~src=228-142~rup=002-01,6.6439160E+07,0.0000000E+00
col=00~ses=0021~src=229-102~rup=005-01,1.1227363E+09,5.8858812E+04
col=00~ses=0021~src=229-160~rup=004-01,7.7406317E+08,5.4652031E+04
col=00~ses=0021~src=229-168~rup=001-01,1.4805384E+08,0.0000000E+00
col=00~ses=0021~src=229-173~rup=001-01,2.3467603E+08,0.0000000E+00
col=00~ses=0021~src=229-61~rup=001-01,1.6543642E+08,8.0857173E+03
col=00~ses=0021~src=229-67~rup=001-01,1.0094034E+09,0.0000000E+00
col=00~ses=0021~src=229-83~rup=001-01,1.9748739E+08,6.4644336E+03
col=00~ses=0021~src=229-83~rup=001-02,1.5780397E+08,6.8920581E+03
col=00~ses=0021~src=230-214~rup=004-01,2.3051535E+09,0.0000000E+00
col=00~ses=0021~src=230-246~rup=001-01,8.2663142E+08,0.0000000E+00
col=00~ses=0021~src=230-255~rup=001-01,3.2193706E+08,0.0000000E+00
col=00~ses=0021~src=230-25~rup=001-01,6.5226163E+08,4.2267480E+02
col=00~ses=0021~src=230-271~rup=002-01,7.5246387E+08,0.0000000E+00
col=00~ses=0021~src=230-321~rup=001-01,4.5247926E+08,0.0000000E+00
col=00~ses=0021~src=230-38~rup=001-01,3.5045853E+08,0.0000000E+00
col=00~ses=0021~src=230-57~rup=001-01,6.1098387E+08,0.0000000E+00
col=00~ses=0021~src=231-101~rup=001-01,4.2043658E+08,0.0000000E+00
col=00~ses=0021~src=231-211~rup=002-01,9.4216045E+08,0.0000000E+00
col=00~ses=0021~src=231-224~rup=001-01,2.8350461E+08,0.0000000E+00
col=00~ses=0021~src=231-254~rup=001-01,3.3292906E+08,0.0000000E+00
col=00~ses=0021~src=231-2~rup=002-01,3.3509251E+08,9.3280511E+02
col=00~ses=0021~src=231-55~rup=003-01,8.3943405E+08,0.0000000E+00
col=00~ses=0021~src=231-93~rup=001-01,2.8600227E+08,0.0000000E+00
col=00~ses=0021~src=232-16~rup=002-01,4.6043322E+08,2.1100141E+05
col=00~ses=0021~src=232-55~rup=001-01,1.5061419E+08,1.1024563E+03
col=00~ses=0021~src=232-72~rup=002-01,6.3406054E+08,6.7328250E+04
col=00~ses=0021~src=232-92~rup=001-01,4.0487322E+08,7.9242051E+03
col=00~ses=0021~src=233-16~rup=001-01,8.6329570E+06,0.0000000E+00
col=00~ses=0021~src=233-89~rup=002-01,1.0865310E+08,3.5577654E+03
col=00~ses=0021~src=234-111~rup=002-01,1.6535986E+08,0.0000000E+00
col=00~ses=0021~src=234-144~rup=001-01,9.8195472E+07,1.6750916E+03
col=00~ses=0021~src=234-152~rup=001-01,1.0117966E+08,4.5523703E+02
col=00~ses=0021~src=234-36~rup=003-01,1.7335674E+08,2.5895791E+04
col=00~ses=0021~src=234-46~rup=001-01,9.6150264E+07,0.0000000E+00
col=00~ses=0021~src=234-62~rup=001-01,2.1691510E+08,7.4621763E+03
col=00~ses=0021~src=234-64~rup=001-01,1.0105623E+08,0.0000000E+00
col=00~ses=0021~src=234-76~rup=004-01,4.2700342E+08,8.0589580E+03
col=00~ses=0021~src=234-89~rup=002-01,2.0081018E+08,0.0000000E+00
col=00~ses=0021~src=234-89~rup=003-01,1.4057715E+08,0.0000000E+00
col=00~ses=0021~src=234-99~rup=001-01,1.5315437E+08,0.0000000E+00
col=00~ses=0021~src=235-116~rup=002-01,1.3091466E+08,0.0000000E+00
col=00~ses=0021~src=235-205~rup=001-01,1.6198888E+08,0.0000000E+00
col=00~ses=0021~src=235-209~rup=001-01,3.2902798E+07,0.0000000E+00
col=00~ses=0021~src=235-219~rup=005-01,7.6477574E+08,4.2125219E+04
col=00~ses=0021~src=235-232~rup=001-01,3.0626922E+08,0.0000000E+00
col=00~ses=0021~src=235-318~rup=001-01,1.4585706E+08,0.0000000E+00
col=00~ses=0021~src=235-337~rup=002-01,2.1593557E+08,0.0000000E+00
col=00~ses=0021~src=235-344~rup=002-01,4.5755296E+08,2.9589705E+04
col=00~ses=0021~src=235-442~rup=001-01,3.1698160E+08,0.0000000E+00
col=00~ses=0021~src=235-455~rup=005-01,1.8111805E+09,1.4849786E+05
col=00~ses=0021~src=235-461~rup=003-01,6.5414150E+08,0.0000000E+00
col=00~ses=0021~src=235-484~rup=002-01,4.1529526E+08,1.6860131E+04
col=00~ses=0021~src=235-500~rup=001-01,1.6275554E+08,0.0000000E+00
col=00~ses=0021~src=235-99~rup=001-01,1.2732564E+08,0.0000000E+00
col=00~ses=0021~src=238-10~rup=002-01,2.6737722E+05,0.0000000E+00
col=00~ses=0021~src=238-118~rup=001-01,5.3091395E+06,0.0000000E+00
col=00~ses=0021~src=238-129~rup=002-01,1.9529222E+07,0.0000000E+00
col=00~ses=0021~src=238-142~rup=001-01,1.6491189E+07,0.0000000E+00
col=00~ses=0021~src=238-146~rup=003-01,2.8911506E+07,0.0000000E+00
col=00~ses=0021~src=238-158~rup=001-01,2.3046134E+07,0.0000000E+00
col=00~ses=0021~src=238-165~rup=001-01,6.7839190E+06,0.0000000E+00
col=00~ses=0021~src=238-166~rup=001-01,1.7346308E+07,0.0000000E+00
col=00~ses=0021~src=238-166~rup=003-01,5.5416176E+07,0.0000000E+00
col=00~ses=0021~src=238-180~rup=001-01,1.2198040E+07,0.0000000E+00
col=00~ses=0021~src=238-2~rup=001-01,1.3453706E+04,0.0000000E+00
col=00~ses=0021~src=238-2~rup=002-01,4.1799879E+04,0.0000000E+00
col=00~ses=0021~src=238-32~rup=001-01,4.4703125E+05,0.0000000E+00
col=00~ses=0021~src=238-36~rup=001-01,6.7394888E+05,0.0000000E+00
col=00~ses=0021~src=238-3~rup=003-01,7.6759930E+04,0.0000000E+00
col=00~ses=0021~src=238-41~rup=001-01,2.5769788E+05,0.0000000E+00
col=00~ses=0021~src=238-49~rup=001-01,8.8315825E+05,0.0000000E+00
col=00~ses=0021~src=238-53~rup=001-01,2.8007535E+06,0.0000000E+00
col=00~ses=0021~src=238-53~rup=001-02,1.2323326E+06,0.0000000E+00
col=00~ses=0021~src=238-56~rup=001-01,4.6003878E+05,0.0000000E+00
col=00~ses=0021~src=238-61~rup=001-01,1.0618768E+06,0.0000000E+00
col=00~ses=0021~src=238-69~rup=001-01,6.7176969E+05,0.0000000E+00
col=00~ses=0021~src=238-74~rup=002-01,5.7655015E+06,0.0000000E+00
col=00~ses=0021~src=238-94~rup=001-01,5.6878580E+06,0.0000000E+00
col=00~ses=0021~src=238-96~rup=001-01,5.2435315E+06,0.0000000E+00
col=00~ses=0021~src=238-96~rup=001-02,6.0659485E+06,0.0000000E+00
col=00~ses=0021~src=239-103~rup=002-01,4.2016240E+06,0.0000000E+00
col=00~ses=0021~src=239-37~rup=003-01,5.7483675E+05,0.0000000E+00
col=00~ses=0021~src=239-39~rup=001-01,5.4798355E+04,0.0000000E+00
col=00~ses=0021~src=239-84~rup=001-01,2.3257048E+06,0.0000000E+00
col=00~ses=0021~src=240-59~rup=002-01,3.3227356E+05,0.0000000E+00
col=00~ses=0021~src=240-79~rup=001-01,7.0247162E+05,0.0000000E+00
col=00~ses=0021~src=240-91~rup=001-01,7.9891794E+05,0.0000000E+00
col=00~ses=0021~src=374-148~rup=002-01,4.6402385E+06,0.0000000E+00
col=00~ses=0021~src=374-199~rup=001-01,7.9077616E+07,0.0000000E+00
col=00~ses=0021~src=374-50~rup=002-01,1.9156090E+07,0.0000000E+00
col=00~ses=0021~src=374-55~rup=001-01,8.1184965E+06,0.0000000E+00
col=00~ses=0021~src=376-107~rup=001-01,3.9150510E+03,0.0000000E+00
col=00~ses=0021~src=376-121~rup=001-01,5.4106621E+03,0.0000000E+00
col=00~ses=0021~src=376-135~rup=001-01,7.9817352E+04,0.0000000E+00
col=00~ses=0021~src=376-146~rup=002-01,1.4731362E+05,0.0000000E+00
col=00~ses=0021~src=376-179~rup=001-01,1.6977911E+05,0.0000000E+00
col=00~ses=0021~src=376-182~rup=001-01,2.2823980E+05,0.0000000E+00
col=00~ses=0021~src=376-187~rup=001-01,1.0552090E+06,0.0000000E+00
col=00~ses=0021~src=376-190~rup=001-01,3.0697091E+05,0.0000000E+00
col=00~ses=0021~src=386-28~rup=002-01,3.1536944E+07,0.0000000E+00
col=00~ses=0021~src=386-51~rup=001-01,4.2728192E+07,0.0000000E+00
col=00~ses=0021~src=386-70~rup=001-01,2.6200450E+07,0.0000000E+00
col=00~ses=0022~src=227-96~rup=001-01,3.6983484E+07,0.0000000E+00
col=00~ses=0022~src=228-111~rup=001-01,1.0797742E+06,0.0000000E+00
col=00~ses=0022~src=228-121~rup=002-01,6.6022168E+07,0.0000000E+00
col=00~ses=0022~src=228-30~rup=003-01,1.7847386E+07,0.0000000E+00
col=00~ses=0022~src=228-54~rup=003-01,1.0256593E+07,0.0000000E+00
col=00~ses=0022~src=229-118~rup=002-01,6.5041722E+08,1.0803124E+03
col=00~ses=0022~src=229-137~rup=002-01,2.8244730E+08,0.0000000E+00
col=00~ses=0022~src=229-157~rup=002-01,3.4597776E+08,2.9160439E+03
col=00~ses=0022~src=229-35~rup=002-01,1.0635219E+09,7.4937945E+04
col=00~ses=0022~src=229-38~rup=001-01,2.4926059E+08,0.0000000E+00
col=00~ses=0022~src=229-60~rup=002-01,2.3976118E+08,4.9352520E+03
col=00~ses=0022~src=230-13~rup=005-01,1.2676993E+09,1.9272617E+03
col=00~ses=0022~src=230-1~rup=001-01,4.7239760E+08,0.0000000E+00
col=00~ses=0022~src=230-340~rup=001-01,5.1128566E+08,0.0000000E+00
col=00~ses=0022~src=230-76~rup=001-01,4.7226035E+08,0.0000000E+00
col=00~ses=0022~src=231-117~rup=002-01,3.9478470E+08,0.0000000E+00
col=00~ses=0022~src=231-183~rup=001-01,3.0266589E+08,0.0000000E+00
col=00~ses=0022~src=231-207~rup=001-01,4.4116269E+08,0.0000000E+00
col=00~ses=0022~src=231-232~rup=001-01,8.0837882E+08,7.4661021E+03
col=00~ses=0022~src=231-270~rup=001-01,2.3012941E+08,0.0000000E+00
col=00~ses=0022~src=231-277~rup=002-01,6.9647968E+08,0.0000000E+00
col=00~ses=0022~src=232-78~rup=001-01,3.6481229E+08,1.6907596E+04
col=00~ses=0022~src=232-95~rup=002-01,4.0610154E+08,7.4142622E+03
col=00~ses=0022~src=233-32~rup=002-01,4.9104476E+07,0.0000000E+00
col=00~ses=0022~src=233-39~rup=001-01,2.1600008E+07,0.0000000E+00
col=00~ses=0022~src=234-87~rup=001-01,1.6974626E+08,8.3153350E+03
col=00~ses=0022~src=235-141~rup=001-01,5.1458436E+07,0.0000000E+00
col=00~ses=0022~src=235-144~rup=001-01,7.0112392E+07,0.0000000E+00
col=00~ses=0022~src=235-144~rup=003-01,3.2884666E+08,0.0000000E+00
col=00~ses=0022~src=235-176~rup=001-01,1.6514826E+08,0.0000000E+00
col=00~ses=0022~src=235-203~rup=001-01,2.4142696E+08,0.0000000E+00
col=00~ses=0022~src=235-324~rup=001-01,3.1410832E+08,2.3648291E+03
col=00~ses=0022~src=235-377~rup=002-01,6.0892013E+08,1.9734266E+03
col=00~ses=0022~src=235-458~rup=003-01,4.5871750E+08,0.0000000E+00
col=00~ses=0022~src=235-472~rup=001-01,4.3540496E+08,2.3378330E+03
col=00~ses=0022~src=235-65~rup=001-01,4.7475200E+06,0.0000000E+00
col=00~ses=0022~src=238-113~rup=004-01,4.1893232E+07,0.0000000E+00
col=00~ses=0022~src=238-114~rup=003-01,3.2921714E+07,0.0000000E+00
col=00~ses=0022~src=238-118~rup=004-01,2.3824436E+07,0.0000000E+00
col=00~ses=0022~src=238-12~rup=001-01,3.4610227E+04,0.0000000E+00
col=00~ses=0022~src=238-131~rup=001-01,9.8732800E+06,0.0000000E+00
col=00~ses=0022~src=238-134~rup=001-01,7.4029315E+06,0.0000000E+00
col=00~ses=0022~src=238-137~rup=002-01,2.0816486E+07,0.0000000E+00
col=00~ses=0022~src=238-138~rup=001-01,9.4828520E+06,0.0000000E+00
col=00~ses=0022~src=238-142~rup=001-01,1.0888854E+07,0.0000000E+00
col=00~ses=0022~src=238-143~rup=001-01,8.8038690E+06,0.0000000E+00
col=00~ses=0022~src=238-145~rup=001-01,1.1555821E+07,0.0000000E+00
col=00~ses=0022~src=238-150~rup=003-01,2.7183108E+07,0.0000000E+00
col=00~ses=0022~src=238-159~rup=001-01,1.7998854E+07,0.0000000E+00
col=00~ses=0022~src=238-159~rup=002-01,2.8405308E+07,0.0000000E+00
col=00~ses=0022~src=238-175~rup=002-01,3.6841988E+07,0.0000000E+00
col=00~ses=0022~src=238-17~rup=001-01,8.4565094E+05,0.0000000E+00
col=00~ses=0022~src=238-185~rup=001-01,3.6723048E+07,0.0000000E+00
col=00~ses=0022~src=238-22~rup=001-01,2.5183733E+05,0.0000000E+00
col=00~ses=0022~src=238-22~rup=001-02,2.4191023E+05,0.0000000E+00
col=00~ses=0022~src=238-22~rup=001-03,1.8219653E+05,0.0000000E+00
col=00~ses=0022~src=238-24~rup=002-01,9.2511506E+05,0.0000000E+00
col=00~ses=0022~src=238-29~rup=001-01,6.1694344E+04,0.0000000E+00
col=00~ses=0022~src=238-30~rup=001-01,1.2270696E+05,0.0000000E+00
col=00~ses=0022~src=238-32~rup=002-01,5.5608894E+05,0.0000000E+00
col=00~ses=0022~src=238-36~rup=001-01,6.8853012E+05,0.0000000E+00
col=00~ses=0022~src=238-3~rup=001-01,1.0858288E+04,0.0000000E+00
col=00~ses=0022~src=238-57~rup=002-01,1.5349928E+06,0.0000000E+00
col=00~ses=0022~src=238-59~rup=001-01,9.1502250E+05,0.0000000E+00
col=00~ses=0022~src=238-64~rup=001-01,3.8768445E+06,0.0000000E+00
col=00~ses=0022~src=238-65~rup=002-01,8.7089490E+06,0.0000000E+00
col=00~ses=0022~src=238-68~rup=001-01,2.4787875E+06,0.0000000E+00
col=00~ses=0022~src=238-69~rup=001-01,7.8122988E+05,0.0000000E+00
col=00~ses=0022~src=238-71~rup=001-01,1.6561622E+06,0.0000000E+00
col=00~ses=0022~src=238-73~rup=003-01,7.8861590E+06,0.0000000E+00
col=00~ses=0022~src=238-78~rup=001-01,2.9569408E+06,0.0000000E+00
col=00~ses=0022~src=238-81~rup=001-01,5.3944045E+06,0.0000000E+00
col=00~ses=0022~src=238-82~rup=001-01,4.4048960E+06,0.0000000E+00
col=00~ses=0022~src=238-87~rup=004-01,1.8409398E+07,0.0000000E+00
col=00~ses=0022~src=238-88~rup=001-01,3.3234290E+06,0.0000000E+00
col=00~ses=0022~src=238-91~rup=001-01,2.5421148E+06,0.0000000E+00
col=00~ses=0022~src=238-94~rup=001-01,5.2456260E+06,0.0000000E+00
col=00~ses=0022~src=238-9~rup=001-01,6.1514562E+04,0.0000000E+00
col=00~ses=0022~src=239-16~rup=003-01,7.8389281E+04,0.0000000E+00
col=00~ses=0022~src=239-19~rup=001-01,5.8875513E+02,0.0000000E+00
col=00~ses=0022~src=239-20~rup=002-01,6.2078290E+02,0.0000000E+00
col=00~ses=0022~src=239-48~rup=003-01,1.4850244E+05,0.0000000E+00
col=00~ses=0022~src=239-53~rup=001-01,1.1489021E+05,0.0000000E+00
col=00~ses=0022~src=240-56~rup=001-01,2.9679025E+05,0.0000000E+00
col=00~ses=0022~src=240-94~rup=001-01,3.9716270E+06,0.0000000E+00
col=00~ses=0022~src=243-215~rup=002-01,8.9513055E+02,0.0000000E+00
