Rupture,Magnitude,Aggregate Loss
smlt=00|ses=0006|src=235-244|rup=001-01,5.2500000,91297155.1805000
smlt=00|ses=0003|src=235-320|rup=001-01,5.2500000,90931337.3067000
smlt=00|ses=0009|src=238-173|rup=001-01,5.2500000,90347972.3915000
smlt=00|ses=0005|src=235-279|rup=001-01,5.2500000,88985707.1365000
smlt=00|ses=0006|src=235-103|rup=001-01,5.2500000,88095460.1844000
smlt=00|ses=0006|src=235-47|rup=001-01,5.2500000,88074085.7677000
smlt=00|ses=0004|src=227-123|rup=001-01,5.2500000,87563035.6797000
smlt=00|ses=0005|src=374-262|rup=003-01,6.2500000,87514155.1142000
smlt=00|ses=0002|src=227-80|rup=002-01,5.7500000,87457989.9654000
smlt=00|ses=0008|src=233-35|rup=001-01,5.2500000,87021320.3861000
smlt=00|ses=0001|src=235-239|rup=001-01,5.2500000,86081006.1371000
smlt=00|ses=0006|src=386-74|rup=001-01,5.2500000,85659527.4212000
smlt=00|ses=0009|src=235-102|rup=001-01,5.2500000,85616581.9842000
smlt=00|ses=0002|src=233-14|rup=001-01,5.2500000,84284500.5188000
smlt=00|ses=0001|src=374-260|rup=002-01,5.7500000,83826250.1280000
smlt=00|ses=0009|src=235-253|rup=002-01,5.7500000,82137567.4154000
smlt=00|ses=0010|src=235-150|rup=001-01,5.2500000,81980836.0422000
smlt=00|ses=0008|src=235-31|rup=003-01,6.2500000,81855181.6251000
smlt=00|ses=0009|src=235-58|rup=001-01,5.2500000,81293054.4093000
smlt=00|ses=0006|src=374-233|rup=001-01,5.2500000,80111536.4444000
smlt=00|ses=0006|src=235-124|rup=001-01,5.2500000,79610137.3836000
smlt=00|ses=0006|src=235-339|rup=001-01,5.2500000,79499025.4080000
smlt=00|ses=0007|src=235-78|rup=001-01,5.2500000,77563286.4681000
smlt=00|ses=0002|src=235-194|rup=004-01,6.7500000,77230165.2776000
smlt=00|ses=0003|src=235-241|rup=003-01,6.2500000,76972460.4851000
smlt=00|ses=0003|src=374-196|rup=001-01,5.2500000,76484485.5063000
smlt=00|ses=0005|src=386-11|rup=002-01,5.7500000,76445378.7476000
smlt=00|ses=0005|src=227-72|rup=001-01,5.2500000,75916038.8805000
smlt=00|ses=0001|src=238-154|rup=001-01,5.2500000,75458169.8378000
smlt=00|ses=0009|src=238-154|rup=001-01,5.2500000,74866207.8119000
smlt=00|ses=0006|src=235-243|rup=001-01,5.2500000,74807922.5555000
smlt=00|ses=0001|src=238-140|rup=002-01,5.7500000,74782819.9811000
smlt=00|ses=0010|src=235-146|rup=001-01,5.2500000,74651000.9700000
smlt=00|ses=0009|src=238-181|rup=001-01,5.2500000,73115196.7181000
smlt=00|ses=0008|src=235-240|rup=002-01,5.7500000,71785568.5347000
smlt=00|ses=0010|src=238-143|rup=001-01,5.2500000,70123756.9299000
smlt=00|ses=0006|src=235-56|rup=002-01,5.7500000,69964394.8792000
smlt=00|ses=0004|src=238-182|rup=001-01,5.2500000,69875315.7558000
smlt=00|ses=0010|src=228-43|rup=002-01,5.7500000,69801520.4505000
smlt=00|ses=0010|src=238-165|rup=001-02,5.2500000,69171232.9170000
smlt=00|ses=0002|src=235-144|rup=002-01,5.7500000,68937116.9506000
smlt=00|ses=0005|src=238-114|rup=003-01,6.2500000,67630487.8365000
smlt=00|ses=0006|src=233-95|rup=001-01,5.2500000,67191340.6929000
smlt=00|ses=0005|src=238-121|rup=002-01,5.7500000,66997050.9417000
smlt=00|ses=0001|src=238-181|rup=001-01,5.2500000,66356470.9233000
smlt=00|ses=0010|src=233-5|rup=001-01,5.2500000,65744266.2648000
smlt=00|ses=0002|src=238-122|rup=001-01,5.2500000,65328599.8550000
smlt=00|ses=0010|src=238-165|rup=003-01,6.2500000,65170878.2760000
smlt=00|ses=0007|src=235-295|rup=005-01,7.2500000,65075181.5066000
smlt=00|ses=0005|src=238-160|rup=002-01,5.7500000,64356258.3361000
smlt=00|ses=0010|src=238-179|rup=002-01,5.7500000,64103847.9060000
smlt=00|ses=0003|src=238-151|rup=001-01,5.2500000,64069075.0753000
smlt=00|ses=0003|src=238-113|rup=001-01,5.2500000,64041207.2996000
smlt=00|ses=0004|src=238-176|rup=002-01,5.7500000,64018849.0635000
smlt=00|ses=0003|src=238-183|rup=002-01,5.7500000,63811538.2396000
smlt=00|ses=0007|src=238-138|rup=002-01,5.7500000,63801796.1859000
smlt=00|ses=0006|src=238-149|rup=001-01,5.2500000,63524168.7378000
smlt=00|ses=0001|src=238-145|rup=001-01,5.2500000,62740467.8148000
smlt=00|ses=0005|src=238-130|rup=001-01,5.2500000,62260121.7875000
smlt=00|ses=0001|src=238-145|rup=001-02,5.2500000,62122300.9841000
smlt=00|ses=0004|src=238-177|rup=002-01,5.7500000,62066049.4159000
smlt=00|ses=0009|src=238-138|rup=002-02,5.7500000,61767616.5469000
smlt=00|ses=0007|src=238-185|rup=002-01,5.7500000,61766850.9601000
smlt=00|ses=0001|src=238-174|rup=004-01,6.7500000,61367377.7137000
smlt=00|ses=0006|src=238-181|rup=001-02,5.2500000,61151331.7685000
smlt=00|ses=0002|src=238-178|rup=003-01,6.2500000,60870897.7298000
smlt=00|ses=0001|src=238-151|rup=002-01,5.7500000,60495652.4569000
smlt=00|ses=0003|src=238-130|rup=001-01,5.2500000,60134391.3833000
smlt=00|ses=0009|src=238-112|rup=001-01,5.2500000,60051121.9924000
smlt=00|ses=0009|src=238-92|rup=001-01,5.2500000,59234759.4726000
smlt=00|ses=0001|src=228-156|rup=001-01,5.2500000,59141974.0324000
smlt=00|ses=0002|src=238-152|rup=001-01,5.2500000,59113086.6222000
smlt=00|ses=0006|src=238-113|rup=001-01,5.2500000,58901904.3390000
smlt=00|ses=0008|src=228-115|rup=001-01,5.2500000,58843550.8430000
smlt=00|ses=0003|src=238-167|rup=002-01,5.7500000,58681145.1175000
smlt=00|ses=0010|src=238-153|rup=001-01,5.2500000,58468471.6386000
smlt=00|ses=0001|src=238-179|rup=001-02,5.2500000,58260388.1461000
smlt=00|ses=0001|src=238-177|rup=001-01,5.2500000,57890246.0212000
smlt=00|ses=0004|src=238-178|rup=001-02,5.2500000,57540388.4533000
smlt=00|ses=0010|src=235-41|rup=003-01,6.2500000,57417883.0462000
smlt=00|ses=0005|src=238-180|rup=002-01,5.7500000,57318184.9684000
smlt=00|ses=0002|src=238-137|rup=001-01,5.2500000,57259180.2947000
smlt=00|ses=0002|src=238-168|rup=003-01,6.2500000,56862307.6984000
smlt=00|ses=0008|src=235-166|rup=002-01,5.7500000,56818468.4677000
smlt=00|ses=0001|src=386-29|rup=002-01,5.7500000,56775937.6620000
smlt=00|ses=0004|src=238-145|rup=002-01,5.7500000,56515452.5737000
smlt=00|ses=0007|src=235-244|rup=001-01,5.2500000,56303000.3624000
smlt=00|ses=0001|src=238-144|rup=001-01,5.2500000,56123931.0178000
smlt=00|ses=0003|src=235-210|rup=001-01,5.2500000,56119405.8290000
smlt=00|ses=0010|src=238-156|rup=002-01,5.7500000,55991967.6656000
smlt=00|ses=0006|src=226-207|rup=001-01,5.2500000,55987055.0648000
smlt=00|ses=0008|src=238-170|rup=003-01,6.2500000,55974563.6550000
smlt=00|ses=0005|src=238-172|rup=002-01,5.7500000,55942208.2375000
smlt=00|ses=0006|src=238-130|rup=003-01,6.2500000,55617703.8365000
smlt=00|ses=0008|src=238-122|rup=002-01,5.7500000,55588681.4870000
smlt=00|ses=0002|src=374-133|rup=001-01,5.2500000,55487355.8015000
smlt=00|ses=0005|src=238-126|rup=003-01,6.2500000,55460998.4377000
smlt=00|ses=0001|src=238-180|rup=001-01,5.2500000,55456021.4276000
smlt=00|ses=0001|src=238-179|rup=001-01,5.2500000,55299192.4132000
smlt=00|ses=0003|src=227-84|rup=001-01,5.2500000,55195790.0353000
smlt=00|ses=0003|src=238-124|rup=002-01,5.7500000,54431333.8104000
smlt=00|ses=0001|src=235-244|rup=003-01,6.2500000,53978987.2416000
smlt=00|ses=0001|src=238-113|rup=003-01,6.2500000,53870158.9886000
smlt=00|ses=0003|src=238-178|rup=001-01,5.2500000,53763330.3687000
smlt=00|ses=0001|src=386-46|rup=002-01,5.7500000,53664540.6444000
smlt=00|ses=0002|src=238-110|rup=003-01,6.2500000,53522479.6409000
smlt=00|ses=0004|src=238-178|rup=001-01,5.2500000,53505210.6685000
smlt=00|ses=0009|src=238-122|rup=001-01,5.2500000,53486327.5445000
smlt=00|ses=0001|src=233-91|rup=001-01,5.2500000,53479884.3376000
smlt=00|ses=0006|src=238-170|rup=001-01,5.2500000,53267952.7184000
smlt=00|ses=0007|src=238-128|rup=001-01,5.2500000,53263591.6922000
smlt=00|ses=0006|src=238-181|rup=001-01,5.2500000,53252067.9770000
smlt=00|ses=0002|src=238-150|rup=002-01,5.7500000,53151433.6995000
smlt=00|ses=0010|src=238-122|rup=001-01,5.2500000,53026961.4263000
smlt=00|ses=0008|src=238-131|rup=001-01,5.2500000,52989196.9359000
smlt=00|ses=0002|src=238-159|rup=001-01,5.2500000,52978886.3552000
smlt=00|ses=0004|src=238-147|rup=001-02,5.2500000,52977497.1800000
smlt=00|ses=0003|src=235-138|rup=002-01,5.7500000,52959974.6915000
smlt=00|ses=0007|src=238-168|rup=001-01,5.2500000,52838569.8403000
smlt=00|ses=0009|src=238-138|rup=002-01,5.7500000,52762898.0227000
smlt=00|ses=0003|src=238-123|rup=003-01,6.2500000,52747595.4524000
smlt=00|ses=0004|src=386-45|rup=002-01,5.7500000,52746316.5161000
smlt=00|ses=0005|src=238-157|rup=004-01,6.7500000,52742967.6226000
smlt=00|ses=0006|src=235-74|rup=001-01,5.2500000,52715494.6864000
smlt=00|ses=0003|src=238-131|rup=001-01,5.2500000,52588168.3957000
smlt=00|ses=0009|src=238-114|rup=002-01,5.7500000,52587375.0643000
smlt=00|ses=0005|src=238-122|rup=002-01,5.7500000,52368453.1771000
smlt=00|ses=0004|src=238-178|rup=004-01,6.7500000,52147941.9427000
smlt=00|ses=0003|src=235-240|rup=003-01,6.2500000,51872752.9041000
smlt=00|ses=0002|src=238-144|rup=002-01,5.7500000,51856210.8315000
smlt=00|ses=0006|src=233-62|rup=001-01,5.2500000,51788711.8708000
smlt=00|ses=0001|src=238-160|rup=001-01,5.2500000,51459834.2916000
smlt=00|ses=0002|src=238-180|rup=002-01,5.7500000,51070611.2841000
smlt=00|ses=0002|src=238-140|rup=001-01,5.2500000,51044615.4410000
smlt=00|ses=0003|src=233-47|rup=001-01,5.2500000,51043664.7947000
smlt=00|ses=0003|src=233-17|rup=003-01,6.2500000,50982482.8084000
smlt=00|ses=0002|src=235-28|rup=001-01,5.2500000,50938646.4244000
smlt=00|ses=0007|src=238-137|rup=001-01,5.2500000,50689326.4523000
smlt=00|ses=0002|src=238-152|rup=003-01,6.2500000,50496310.8120000
smlt=00|ses=0001|src=238-133|rup=001-01,5.2500000,50187840.9437000
smlt=00|ses=0007|src=238-143|rup=001-01,5.2500000,50184737.0753000
smlt=00|ses=0006|src=228-159|rup=003-01,6.2500000,50104418.9775000
smlt=00|ses=0008|src=238-153|rup=002-01,5.7500000,50065941.1371000
smlt=00|ses=0006|src=238-139|rup=002-01,5.7500000,50019715.5445000
smlt=00|ses=0009|src=374-165|rup=001-01,5.2500000,49995813.3260000
smlt=00|ses=0007|src=238-177|rup=001-01,5.2500000,49982867.9621000
smlt=00|ses=0002|src=238-123|rup=001-01,5.2500000,49975314.5510000
smlt=00|ses=0003|src=238-152|rup=003-01,6.2500000,49726789.6499000
smlt=00|ses=0002|src=238-142|rup=003-01,6.2500000,49717161.1145000
smlt=00|ses=0008|src=238-169|rup=001-01,5.2500000,49701863.4232000
smlt=00|ses=0002|src=238-124|rup=001-01,5.2500000,49622657.8467000
smlt=00|ses=0010|src=238-124|rup=002-01,5.7500000,49601024.7360000
smlt=00|ses=0003|src=238-122|rup=001-01,5.2500000,49306362.1279000
smlt=00|ses=0007|src=238-139|rup=002-01,5.7500000,49282826.9618000
smlt=00|ses=0007|src=238-124|rup=001-01,5.2500000,49216375.2498000
smlt=00|ses=0008|src=238-162|rup=001-01,5.2500000,48639553.2292000
smlt=00|ses=0001|src=238-128|rup=001-01,5.2500000,48535939.3843000
smlt=00|ses=0009|src=238-177|rup=003-01,6.2500000,48499904.4701000
smlt=00|ses=0007|src=238-159|rup=002-01,5.7500000,48479788.4976000
smlt=00|ses=0008|src=228-159|rup=002-01,5.7500000,48411678.4722000
smlt=00|ses=0002|src=238-145|rup=001-01,5.2500000,47981236.9721000
smlt=00|ses=0002|src=238-120|rup=001-01,5.2500000,47918770.4922000
smlt=00|ses=0010|src=238-134|rup=001-01,5.2500000,47891317.9068000
smlt=00|ses=0002|src=238-182|rup=001-01,5.2500000,47597262.7077000
smlt=00|ses=0001|src=238-168|rup=001-01,5.2500000,47293388.3489000
smlt=00|ses=0005|src=238-150|rup=001-01,5.2500000,46860561.1289000
smlt=00|ses=0004|src=238-136|rup=001-01,5.2500000,46830153.7402000
smlt=00|ses=0008|src=238-112|rup=001-01,5.2500000,46639817.3762000
smlt=00|ses=0009|src=238-93|rup=004-01,6.7500000,46308898.3161000
smlt=00|ses=0005|src=233-39|rup=001-01,5.2500000,46190836.5408000
smlt=00|ses=0010|src=227-78|rup=001-01,5.2500000,46181883.9839000
smlt=00|ses=0007|src=238-166|rup=001-01,5.2500000,45976142.7028000
smlt=00|ses=0008|src=238-164|rup=001-01,5.2500000,45933441.9627000
smlt=00|ses=0003|src=238-165|rup=001-01,5.2500000,45771262.5201000
smlt=00|ses=0002|src=235-4|rup=005-01,7.2500000,45377077.7462000
smlt=00|ses=0001|src=238-156|rup=002-01,5.7500000,45141154.6486000
smlt=00|ses=0007|src=238-157|rup=001-01,5.2500000,45078193.6669000
smlt=00|ses=0006|src=238-97|rup=001-01,5.2500000,44847496.4144000
smlt=00|ses=0006|src=238-152|rup=001-01,5.2500000,44780377.8251000
smlt=00|ses=0005|src=238-130|rup=002-01,5.7500000,44626662.6637000
smlt=00|ses=0006|src=238-121|rup=001-01,5.2500000,44366737.9624000
smlt=00|ses=0004|src=238-110|rup=002-01,5.7500000,44022725.8263000
smlt=00|ses=0010|src=238-99|rup=001-01,5.2500000,43758441.2506000
smlt=00|ses=0005|src=238-120|rup=001-01,5.2500000,43678000.9913000
smlt=00|ses=0008|src=228-171|rup=001-01,5.2500000,43529433.7412000
smlt=00|ses=0004|src=238-92|rup=001-01,5.2500000,43453668.3136000
smlt=00|ses=0008|src=386-60|rup=002-01,5.7500000,43336659.4295000
smlt=00|ses=0007|src=238-108|rup=001-01,5.2500000,43278823.5071000
smlt=00|ses=0009|src=238-123|rup=001-01,5.2500000,43024702.2154000
smlt=00|ses=0007|src=226-212|rup=001-01,5.2500000,42694969.9043000
smlt=00|ses=0009|src=226-116|rup=001-01,5.2500000,42691386.5507000
smlt=00|ses=0002|src=238-156|rup=001-01,5.2500000,42253199.4057000
smlt=00|ses=0006|src=226-210|rup=001-01,5.2500000,42220790.0854000
smlt=00|ses=0001|src=227-46|rup=001-01,5.2500000,41675161.9004000
smlt=00|ses=0008|src=238-97|rup=001-01,5.2500000,41465904.1071000
smlt=00|ses=0002|src=238-159|rup=004-01,6.7500000,41364123.2033000
smlt=00|ses=0006|src=238-158|rup=002-01,5.7500000,41300407.0141000
smlt=00|ses=0006|src=235-162|rup=002-01,5.7500000,40667214.2596000
smlt=00|ses=0004|src=238-120|rup=003-01,6.2500000,40507162.6549000
smlt=00|ses=0007|src=238-132|rup=001-01,5.2500000,40467975.6884000
smlt=00|ses=0010|src=235-210|rup=001-01,5.2500000,39997633.7495000
smlt=00|ses=0010|src=238-105|rup=002-01,5.7500000,39428178.0397000
smlt=00|ses=0004|src=238-147|rup=001-01,5.2500000,39252996.3887000
smlt=00|ses=0003|src=238-159|rup=001-01,5.2500000,38769627.4056000
smlt=00|ses=0007|src=238-169|rup=001-01,5.2500000,38752759.3206000
smlt=00|ses=0001|src=238-132|rup=001-01,5.2500000,38742983.3082000
smlt=00|ses=0010|src=238-165|rup=001-01,5.2500000,38132291.0553000
smlt=00|ses=0010|src=238-96|rup=002-01,5.7500000,38054198.7010000
smlt=00|ses=0009|src=238-108|rup=002-01,5.7500000,37948894.0667000
smlt=00|ses=0002|src=238-174|rup=001-01,5.2500000,37921752.7757000
smlt=00|ses=0003|src=238-172|rup=001-01,5.2500000,37840356.9125000
smlt=00|ses=0002|src=238-105|rup=001-01,5.2500000,37212217.9108000
smlt=00|ses=0001|src=238-103|rup=002-01,5.7500000,37076694.9464000
smlt=00|ses=0005|src=228-69|rup=001-01,5.2500000,36933979.4356000
smlt=00|ses=0005|src=374-106|rup=003-01,6.2500000,36784115.3067000
smlt=00|ses=0009|src=238-117|rup=001-01,5.2500000,36711552.2471000
smlt=00|ses=0005|src=238-152|rup=001-01,5.2500000,36494197.6254000
smlt=00|ses=0009|src=238-164|rup=001-01,5.2500000,36425532.9120000
smlt=00|ses=0005|src=228-156|rup=001-01,5.2500000,36208007.7637000
smlt=00|ses=0002|src=238-96|rup=002-01,5.7500000,35755006.3201000
smlt=00|ses=0004|src=238-98|rup=002-01,5.7500000,35704539.8279000
smlt=00|ses=0004|src=238-97|rup=001-01,5.2500000,35204420.0393000
smlt=00|ses=0005|src=238-82|rup=001-01,5.2500000,35062916.6891000
smlt=00|ses=0003|src=235-135|rup=001-01,5.2500000,34939237.1232000
smlt=00|ses=0001|src=235-0|rup=001-01,5.2500000,34906231.4716000
smlt=00|ses=0008|src=238-104|rup=002-01,5.7500000,33990183.4676000
smlt=00|ses=0009|src=374-176|rup=001-01,5.2500000,33987540.3031000
smlt=00|ses=0005|src=238-109|rup=001-01,5.2500000,33978150.0515000
smlt=00|ses=0007|src=238-104|rup=002-01,5.7500000,33832185.3401000
smlt=00|ses=0006|src=238-95|rup=003-01,6.2500000,33654749.0047000
smlt=00|ses=0003|src=233-28|rup=001-01,5.2500000,33576752.0677000
smlt=00|ses=0006|src=280-52|rup=001-01,5.2500000,33182550.2447000
smlt=00|ses=0003|src=238-117|rup=002-01,5.7500000,32816103.2481000
smlt=00|ses=0006|src=235-11|rup=002-01,5.7500000,32602786.6429000
smlt=00|ses=0001|src=238-104|rup=002-01,5.7500000,32467864.9448000
smlt=00|ses=0007|src=238-165|rup=001-01,5.2500000,32284807.0173000
smlt=00|ses=0008|src=238-150|rup=002-01,5.7500000,31466971.2658000
smlt=00|ses=0003|src=227-52|rup=002-01,5.7500000,31320701.6856000
smlt=00|ses=0004|src=228-157|rup=001-01,5.2500000,31107381.6061000
smlt=00|ses=0006|src=280-4|rup=002-01,5.7500000,30361277.1295000
smlt=00|ses=0006|src=238-118|rup=001-01,5.2500000,30124691.7785000
smlt=00|ses=0003|src=235-111|rup=001-01,5.2500000,30080298.5937000
smlt=00|ses=0006|src=238-116|rup=003-01,6.2500000,29976467.8817000
smlt=00|ses=0003|src=374-239|rup=001-01,5.2500000,29656486.7739000
smlt=00|ses=0001|src=238-97|rup=001-01,5.2500000,29521936.8537000
smlt=00|ses=0007|src=238-80|rup=001-01,5.2500000,29263514.0048000
smlt=00|ses=0005|src=228-136|rup=001-01,5.2500000,29007083.7839000
smlt=00|ses=0006|src=238-79|rup=002-01,5.7500000,28924592.0744000
smlt=00|ses=0010|src=235-156|rup=002-01,5.7500000,28841057.7197000
smlt=00|ses=0008|src=238-93|rup=002-01,5.7500000,28794497.5195000
smlt=00|ses=0004|src=238-92|rup=002-01,5.7500000,28751216.1644000
smlt=00|ses=0004|src=238-102|rup=001-01,5.2500000,28597525.6249000
smlt=00|ses=0006|src=238-93|rup=002-01,5.7500000,28233817.4008000
smlt=00|ses=0002|src=238-99|rup=001-01,5.2500000,28209736.7924000
smlt=00|ses=0004|src=238-84|rup=001-01,5.2500000,28186388.9737000
smlt=00|ses=0004|src=238-104|rup=002-01,5.7500000,28175881.4194000
smlt=00|ses=0004|src=238-104|rup=002-02,5.7500000,28129825.1157000
smlt=00|ses=0007|src=238-119|rup=002-01,5.7500000,28074499.6452000
smlt=00|ses=0005|src=228-163|rup=001-01,5.2500000,26609853.1852000
smlt=00|ses=0007|src=238-52|rup=001-01,5.2500000,26436151.1499000
smlt=00|ses=0003|src=239-105|rup=002-01,5.7500000,25968022.8562000
smlt=00|ses=0002|src=238-91|rup=001-01,5.2500000,25872381.3504000
smlt=00|ses=0002|src=238-93|rup=002-01,5.7500000,25548834.2753000
smlt=00|ses=0004|src=239-112|rup=001-01,5.2500000,25543403.3528000
smlt=00|ses=0009|src=238-82|rup=001-01,5.2500000,25344531.2889000
smlt=00|ses=0007|src=280-31|rup=001-01,5.2500000,25138810.1707000
smlt=00|ses=0001|src=238-91|rup=001-01,5.2500000,25062110.5299000
smlt=00|ses=0009|src=238-92|rup=003-01,6.2500000,24785504.0965000
smlt=00|ses=0004|src=239-105|rup=001-01,5.2500000,24430309.5140000
smlt=00|ses=0002|src=374-43|rup=002-01,5.7500000,23758637.2042000
smlt=00|ses=0009|src=238-92|rup=001-02,5.2500000,23735317.1021000
smlt=00|ses=0008|src=238-87|rup=001-01,5.2500000,23710471.1596000
smlt=00|ses=0009|src=228-124|rup=001-01,5.2500000,23460526.1366000
smlt=00|ses=0008|src=228-119|rup=001-01,5.2500000,23448479.3908000
smlt=00|ses=0007|src=280-17|rup=001-01,5.2500000,23236492.4620000
smlt=00|ses=0009|src=238-68|rup=002-01,5.7500000,23050344.7350000
smlt=00|ses=0005|src=238-75|rup=002-01,5.7500000,22785292.2742000
smlt=00|ses=0007|src=228-50|rup=002-01,5.7500000,22783042.1889000
smlt=00|ses=0003|src=238-68|rup=002-01,5.7500000,22505736.3232000
smlt=00|ses=0005|src=228-147|rup=001-01,5.2500000,22390682.8342000
smlt=00|ses=0007|src=238-82|rup=001-01,5.2500000,22014974.5998000
smlt=00|ses=0002|src=228-132|rup=002-01,5.7500000,21954295.7913000
smlt=00|ses=0009|src=280-31|rup=003-01,6.2500000,21936442.1445000
smlt=00|ses=0003|src=228-11|rup=002-01,5.7500000,20447771.3134000
smlt=00|ses=0005|src=280-37|rup=001-01,5.2500000,20363337.0185000
smlt=00|ses=0010|src=280-34|rup=001-01,5.2500000,20349968.3423000
smlt=00|ses=0006|src=238-53|rup=001-01,5.2500000,20077374.1917000
smlt=00|ses=0007|src=238-65|rup=001-01,5.2500000,19935256.6661000
smlt=00|ses=0009|src=280-23|rup=001-01,5.2500000,19800860.3678000
smlt=00|ses=0004|src=238-87|rup=002-01,5.7500000,19770631.4519000
smlt=00|ses=0006|src=239-106|rup=002-01,5.7500000,19493867.9453000
smlt=00|ses=0009|src=239-103|rup=001-01,5.2500000,19359550.7523000
smlt=00|ses=0006|src=238-80|rup=001-01,5.2500000,19213153.6822000
smlt=00|ses=0005|src=238-79|rup=001-01,5.2500000,19095281.7020000
smlt=00|ses=0007|src=238-57|rup=004-01,6.7500000,19019892.3059000
smlt=00|ses=0001|src=238-79|rup=001-01,5.2500000,18940897.7576000
smlt=00|ses=0008|src=238-91|rup=004-01,6.7500000,18493793.3790000
smlt=00|ses=0005|src=238-79|rup=001-02,5.2500000,18464294.9482000
smlt=00|ses=0010|src=280-27|rup=001-01,5.2500000,18416581.9611000
smlt=00|ses=0008|src=227-27|rup=001-01,5.2500000,18249249.6612000
smlt=00|ses=0002|src=280-22|rup=002-01,5.7500000,18196918.4194000
smlt=00|ses=0006|src=280-22|rup=002-01,5.7500000,18118736.3264000
smlt=00|ses=0008|src=238-85|rup=001-03,5.2500000,17988276.8756000
smlt=00|ses=0008|src=280-14|rup=001-01,5.2500000,17968442.8547000
smlt=00|ses=0006|src=374-17|rup=002-01,5.7500000,17884367.7216000
smlt=00|ses=0002|src=374-144|rup=001-01,5.2500000,17599330.3589000
smlt=00|ses=0006|src=236-508|rup=001-01,5.2500000,17555607.3651000
smlt=00|ses=0005|src=238-63|rup=002-01,5.7500000,17525012.2606000
smlt=00|ses=0001|src=240-94|rup=001-01,5.2500000,17399691.4051000
smlt=00|ses=0008|src=280-43|rup=001-01,5.2500000,17379234.0284000
smlt=00|ses=0004|src=238-90|rup=001-01,5.2500000,17342619.0764000
smlt=00|ses=0004|src=239-104|rup=002-01,5.7500000,17236839.5653000
smlt=00|ses=0008|src=238-65|rup=002-01,5.7500000,17165576.4857000
smlt=00|ses=0004|src=239-114|rup=001-01,5.2500000,17014634.9394000
smlt=00|ses=0002|src=374-50|rup=002-01,5.7500000,17003606.2572000
smlt=00|ses=0002|src=239-100|rup=001-01,5.2500000,16790331.7304000
smlt=00|ses=0008|src=226-236|rup=001-01,5.2500000,16532858.9660000
smlt=00|ses=0004|src=238-85|rup=001-01,5.2500000,16486701.9439000
smlt=00|ses=0008|src=238-67|rup=002-01,5.7500000,16450757.3222000
smlt=00|ses=0009|src=238-75|rup=002-01,5.7500000,16445301.2271000
smlt=00|ses=0004|src=235-3|rup=001-01,5.2500000,16372867.7374000
smlt=00|ses=0001|src=238-74|rup=002-01,5.7500000,16252833.7508000
smlt=00|ses=0009|src=239-87|rup=002-01,5.7500000,16165460.9663000
smlt=00|ses=0007|src=238-64|rup=001-01,5.2500000,16160624.1197000
smlt=00|ses=0007|src=236-425|rup=002-01,5.7500000,16129925.3357000
smlt=00|ses=0003|src=386-77|rup=002-01,5.7500000,16085924.5914000
smlt=00|ses=0004|src=280-44|rup=001-01,5.2500000,15973095.5117000
smlt=00|ses=0003|src=238-85|rup=001-01,5.2500000,15733894.1795000
smlt=00|ses=0009|src=238-74|rup=002-01,5.7500000,15478407.8588000
smlt=00|ses=0004|src=374-145|rup=001-01,5.2500000,15439444.3763000
smlt=00|ses=0008|src=238-87|rup=001-02,5.2500000,15158887.1301000
smlt=00|ses=0002|src=238-71|rup=004-01,6.7500000,15039057.8728000
smlt=00|ses=0008|src=238-65|rup=001-01,5.2500000,14992678.4520000
smlt=00|ses=0006|src=238-66|rup=001-01,5.2500000,14626350.1811000
smlt=00|ses=0008|src=238-85|rup=001-02,5.2500000,14602833.3124000
smlt=00|ses=0001|src=238-76|rup=002-01,5.7500000,14416299.9357000
smlt=00|ses=0005|src=227-14|rup=001-01,5.2500000,14238539.4069000
smlt=00|ses=0005|src=272-177|rup=001-01,5.2500000,14105730.9428000
smlt=00|ses=0003|src=238-67|rup=003-01,6.2500000,13995058.6483000
smlt=00|ses=0005|src=238-85|rup=001-01,5.2500000,13948056.2629000
smlt=00|ses=0004|src=239-85|rup=002-01,5.7500000,13822315.1522000
smlt=00|ses=0004|src=236-529|rup=001-01,5.2500000,13419402.0154000
smlt=00|ses=0001|src=238-52|rup=001-01,5.2500000,13345759.8214000
smlt=00|ses=0009|src=238-85|rup=001-01,5.2500000,13332761.0031000
smlt=00|ses=0009|src=238-59|rup=002-01,5.7500000,12953273.0556000
smlt=00|ses=0010|src=238-76|rup=001-01,5.2500000,12867962.1380000
smlt=00|ses=0004|src=272-147|rup=002-01,5.7500000,12643582.9696000
smlt=00|ses=0008|src=238-66|rup=001-01,5.2500000,12563509.0951000
smlt=00|ses=0003|src=235-48|rup=004-01,6.7500000,12472485.9293000
smlt=00|ses=0007|src=238-62|rup=001-01,5.2500000,12281760.3949000
smlt=00|ses=0002|src=240-108|rup=001-01,5.2500000,12180633.0496000
smlt=00|ses=0001|src=238-57|rup=004-01,6.7500000,12033454.3035000
smlt=00|ses=0008|src=238-62|rup=003-01,6.2500000,11780848.9953000
smlt=00|ses=0009|src=386-89|rup=001-01,5.2500000,11759419.2484000
smlt=00|ses=0001|src=386-79|rup=002-01,5.7500000,11632153.9323000
smlt=00|ses=0008|src=238-85|rup=001-01,5.2500000,11596480.3680000
smlt=00|ses=0007|src=240-115|rup=001-01,5.2500000,11593385.6413000
smlt=00|ses=0001|src=236-517|rup=002-01,5.7500000,11566288.0452000
