RC,Sa(1.5),0.01,2.0
Damage state,log mean,log stddev,mean,stddev,median,cov,Rsquare
Slight,-3.153903154305528,1.5564623852621668,0.14332857231267254,0.4594313823417021,0.04268519439708174,3.205441698947845,0.87757999420424737
Moderate,-1.6503017602787591,0.37656112521504898,0.2060981804167909,0.08044278257448292,0.19199196432987545,0.39031291985113137,0.94059523913663223
Extensive,-1.1992970436893617,0.32049852518841676,0.3172905411194476,0.10435931621268581,0.30140601271882855,0.32890774444296644,0.89103020166028879
Collapse,-0.84138627745425332,0.42104714122406622,0.47107124652977617,0.2074672785670053,0.4311124674951917,0.4404159245450601,0.72638504297975148
