RC,Sa(0.4),lognormal
imls,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.8,2.0
mean,4.10010188603e-09,0.00384440178761,0.0468143204502,0.0742656915884,0.128897206752,0.212083770502,0.309118545073,0.407972081381,0.501843785495,0.587350027854,0.728069567226,0.828458514828,0.895157246477,0.937268671255,0.962954141878,0.987295683507,0.995639085418,0.998477863782,0.999455577742,0.999799767503
cov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
